rank	source_id	year	doi	title	venue	type	abstract
74	ae55bea1b00f516dccee5725ef6a7bea506699d6	2026	10.48550/arXiv.2605.11328	Epistemic Uncertainty for Test-Time Discovery	arXiv.org	JournalArticle	Automated scientific discovery using large language models relies on identifying genuinely novel solutions. Standard reinforcement learning penalizes high-variance mutations, which leads the policy to prioritize familiar patterns. As a result, the maximum reward plateaus even as the average reward increases. Overcoming this limitation requires a signal that distinguishes unexplored regions from intrinsically difficult problems. This necessitates measuring disagreement across independently adapted weight hypotheses rather than relying on a single network's confidence. UG-TTT addresses this challenge by maintaining a small ensemble of low-rank adapters over a frozen base model. The per-token disagreement, quantified as the mutual information between ensemble predictions and weight hypotheses, isolates epistemic uncertainty and identifies positions where insufficient coverage leads to adapter divergence rather than intrinsic problem difficulty. This measure is incorporated as an exploration bonus into the policy gradient, directing the policy toward positions where persistent adapter disagreement signals low training coverage, the same frontier where genuine discovery is possible. A nuclear norm regularizer ensures the adapters remain distinct from one another, thereby preserving the exploration signal throughout training. Across four scientific discovery benchmarks, UG-TTT increases the maximum reward on three tasks, maintains substantially higher solution diversity, and an ablation study confirms that the regularizer is essential for sustaining this behavior.
75	e4634262a38a981c9287d723aa56f54c180933fa	2025	10.48550/arXiv.2512.22796	Parallel Diffusion Solver via Residual Dirichlet Policy Optimization	IEEE Transactions on Pattern Analysis and Machine Intelligence	JournalArticle	Diffusion models (DMs) have achieved state-of-the-art generative performance but suffer from high sampling latency due to their sequential denoising nature. Existing solver-based acceleration methods often face significant image quality degradation under a low-latency budget, primarily due to accumulated truncation errors arising from the inability to capture high-curvature trajectory segments. In this paper, we propose the Ensemble Parallel Direction solver (dubbed as EPD-Solver), a novel ODE solver that mitigates these errors by incorporating multiple parallel gradient evaluations in each step. Motivated by the geometric insight that sampling trajectories are largely confined to a low-dimensional manifold, EPD-Solver leverages the Mean Value Theorem for vector-valued functions to approximate the integral solution more accurately. Importantly, since the additional gradient computations are independent, they can be fully parallelized, preserving low-latency sampling nature. We introduce a two-stage optimization framework. Initially, EPD-Solver optimizes a small set of learnable parameters via a distillation-based approach. We further propose a parameter-efficient Reinforcement Learning (RL) fine-tuning scheme that reformulates the solver as a stochastic Dirichlet policy. Unlike traditional methods that fine-tune the massive backbone, our RL approach operates strictly within the low-dimensional solver space, effectively mitigating reward hacking while enhancing performance in complex text-to-image (T2I) generation tasks. In addition, our method is flexible and can serve as a plugin (EPD-Solverplugin) to improve existing ODE samplers. Extensive experiments demonstrate the effectiveness of EPD-Solver. On validation benchmarks, at the same latency level of 5 NFE, the distilled EPD-Solver achieves state-of-the-art FID scores of 4.47 on CIFAR-10, 7.97 on FFHQ, 8.17 on ImageNet, and 8.26 on LSUN Bedroom, surpassing existing learning-based solvers by a significant margin. On T2I benchmarks, our RL-tuned EPD-Solver significantly improves human preference scores on both Stable Diffusion v1.5 and SD3-Medium. Notably, it outperforms the official 28-step baseline of SD3-Medium with only 20 steps, effectively bridging the gap between inference efficiency and high-fidelity generation.
76	3576ccf1558dd58693e394b41ae75c5dc23ab6a0	2025	10.48550/arXiv.2509.00793	Sharpe Ratio Optimization in Markov Decision Processes	arXiv.org	JournalArticle	Sharpe ratio (also known as reward-to-variability ratio) is a widely-used metric in finance, which measures the additional return at the cost of per unit of increased risk (standard deviation of return). However, the optimization of Sharpe ratio in Markov decision processes (MDPs) is challenging, because there exist two difficulties hindering the application of dynamic programming. One is that dynamic programming does not work for fractional objectives, and the other is that dynamic programming is invalid for risk metrics. In this paper, we study the Sharpe ratio optimization in infinite-horizon MDPs, considering both the long-run average and discounted settings. We address the first challenge with the Dinkelbachs transform, which converts the Sharpe ratio objective to a mean-squared-variance (M2V) objective. It is shown that the M2V optimization and the original Sharpe ratio optimization share the same optimal policy when the risk-sensitive parameter is equal to the optimal Sharpe ratio. For the second challenge, we develop an iterative algorithm to solve the M2V optimization which is similar to a mean-variance optimization in MDPs. We iteratively solve the M2V problem and obtain the associated Sharpe ratio that is used to update the risk-sensitive parameter in the next iteration of M2V problems. We show that such a sequence of Sharpe ratios derived is monotonically increasing and converges to the optimal Sharpe ratio. For both average and discounted MDP settings, we develop a policy iteration procedure and prove its convergence to the optimum. Numerical experiments are conducted for validation. To the best of our knowledge, our approach is the first that solves the Sharpe ratio optimization in MDPs with dynamic programming type algorithms. We believe that the proposed algorithm can shed light on solving MDPs with other fractional objectives.
77	ea20b4a30d04cf2634684918d0d1513b3582601d	2025	10.1109/ISIT63088.2025.11195415	Refined PAC-Bayes Bounds for Offline Bandits	International Symposium on Information Theory	JournalArticle	In this paper, we present refined probabilistic bounds on empirical reward estimates for off-policy learning in bandit problems. We build on the PAC-Bayesian bounds from [1]–[4] and improve on their results using a new parameter optimization approach introduced by [5]. This technique is based on a discretization of the space of possible events to optimize the “in probability” parameter, $\lambda$. We provide two parameter-free PAC-Bayes bounds, one based on Hoeffding-Azuma's inequality and the other based on Bernstein's inequality. We prove that our bounds are almost optimal as they recover the same rate as would be obtained by setting the “in probability” parameter after the realization of the data.1
78	94303745f8254727484997368922926175196bac	2025	10.1007/s42979-025-03831-7	A Crossbreed and Powerful Machine Learning Archetype for Unparalleled Safety and Effectiveness in Wireless Sensor Networks	SN Computer Science	JournalArticle	
79	9caf76734a611286513b478ce10557bda477e8ce	2016		Improving Policy Gradient by Exploring Under-appreciated Rewards	International Conference on Learning Representations	JournalArticle	This paper presents a novel form of policy gradient for model-free reinforcement learning (RL) with improved exploration properties. Current policy-based methods use entropy regularization to encourage undirected exploration of the reward landscape, which is ineffective in high dimensional spaces with sparse rewards. We propose a more directed exploration strategy that promotes exploration of under-appreciated reward regions. An action sequence is considered under-appreciated if its log-probability under the current policy under-estimates its resulting reward. The proposed exploration strategy is easy to implement, requiring small modifications to an implementation of the REINFORCE algorithm. We evaluate the approach on a set of algorithmic tasks that have long challenged RL methods. Our approach reduces hyper-parameter sensitivity and demonstrates significant improvements over baseline methods. Our algorithm successfully solves a benchmark multi-digit addition task and generalizes to long sequences. This is, to our knowledge, the first time that a pure RL method has solved addition using only reward feedback.
80	7537e501c7a159a43c5272abf7122d4c79b2a679	2023	10.48550/arXiv.2310.19807	Improved Communication Efficiency in Federated Natural Policy Gradient via ADMM-based Gradient Updates	Neural Information Processing Systems	JournalArticle	Federated reinforcement learning (FedRL) enables agents to collaboratively train a global policy without sharing their individual data. However, high communication overhead remains a critical bottleneck, particularly for natural policy gradient (NPG) methods, which are second-order. To address this issue, we propose the FedNPG-ADMM framework, which leverages the alternating direction method of multipliers (ADMM) to approximate global NPG directions efficiently. We theoretically demonstrate that using ADMM-based gradient updates reduces communication complexity from ${O}({d^{2}})$ to ${O}({d})$ at each iteration, where $d$ is the number of model parameters. Furthermore, we show that achieving an $\epsilon$-error stationary convergence requires ${O}(\frac{1}{(1-\gamma)^{2}{\epsilon}})$ iterations for discount factor $\gamma$, demonstrating that FedNPG-ADMM maintains the same convergence rate as the standard FedNPG. Through evaluation of the proposed algorithms in MuJoCo environments, we demonstrate that FedNPG-ADMM maintains the reward performance of standard FedNPG, and that its convergence rate improves when the number of federated agents increases.
81	c66ab6e1e7dfdc0799ebdda32fb2887554c01deb	2023	10.62754/ais.v3i2.57	Analyzing housing market and price fluctuation among 22 regions in Tehran: An assessment between 2015 and 2018	Architecture  Image Studies	JournalArticle	An unusual/unprecedented housing market fluctuation was investigated in Tehran. According to the report published by the Central Bank in Iran, “Changes in Tehran housing market in May 2018” shows a significant drop in the housing market. The Economic Research and Policy Department of The Central Bank Iran https://tsd.cbi.ir/display/content. aspx published a report based on Tenement Management Information System (TMIS) (http://www.iranamlaak.ir/) data. These reports show an uneven housing market growth in terms of price and units sold in Tehran. The objective of this paper is to investigate the facts involved in the housing sector as the safest-growing sector by over 42% inflation. To identify the qualitative and quantitative parameters in the housing market. Therefore, data were analyzed by G.I.S and SPSS software. The Exponential Growth model and Aggregated Indices Randomization Method (AIRM) to forecast the future unit demand. Two important changes in the 2018 report are the main points in this research. First, the total number of units sold by the real estate agents was 14900 which dramatically dropped in comparison to a month before by, 22.1% and in comparison to last year at the same time at 3.1%. Second, the price of each apartment unit in comparison to the last month was 8.9%, and in comparison to the same time in last year, 45.8% increased. Results: However, these changes among 22 regions of Tehran are not the same, and regions 1, 2, 4, 5, 7,8,10, 11, 14, and 15 have the biggest share in the housing sold in the market by a total of 71.6% of sold units in May 2018. In particular, Region 5 is one of the most attractive (invest and living) and fast-growing regions in Tehran. The analysis shows that region 5 in the north part of Tehran is developing faster than other regions due to geographical location and its situation in Tehran spatial organization. This research showed that under economic crisis and very high inflation housing is the safest and fast-growing sector. Moreover, Tehran’s spatial organization and ecological foundations introduce the land suitability and different quality of living, and the housing market in Tehran growing uneven and these two introduce and guide the housing market in Tehran.
82	7800d19791a9bdd7a71e1f230800fcbc526e3d16	2021		An Alternate Policy Gradient Estimator for Softmax Policies	International Conference on Artificial Intelligence and Statistics	JournalArticle	Policy gradient (PG) estimators are ineﬀec-tive in dealing with softmax policies that are sub-optimally saturated, which refers to the situation when the policy concentrates its probability mass on sub-optimal actions. Sub-optimal policy saturation may arise from bad policy initialization or sudden changes in the environment that occur after the policy has already converged. Current softmax PG estimators require a large number of updates to overcome policy saturation, which causes low sample eﬃciency and poor adaptability to new situations. To mitigate this problem, we propose a novel PG estimator for softmax policies that utilizes the bias in the critic estimate and the noise present in the reward signal to escape the saturated regions of the policy parameter space. Our theoretical analysis and experiments, conducted on bandits and various reinforcement learning environments, show that this new estimator is signiﬁcantly more robust to policy saturation. for the gradient bandit estimators with true r π and an additional normally distributed gradient noise. The individual graph labels (0 , 0 . 1 , 0 . 5 , 1 , 2) show the standard deviation of the normal noise added to the gradient. The subplot headers show the policy saturation at the beginning of the experiment.
83	a722f2eac9c981090150e8cd41c0ecb29a27821b	2023	10.1109/ICRA57147.2024.10610754	DexDLO: Learning Goal-Conditioned Dexterous Policy for Dynamic Manipulation of Deformable Linear Objects	IEEE International Conference on Robotics and Automation	JournalArticle	Deformable linear object (DLO) manipulation is needed in many fields. Previous research on deformable linear object (DLO) manipulation has primarily involved parallel jaw gripper manipulation with fixed grasping positions. However, the potential for dexterous manipulation of DLOs using an anthropomorphic hand is under-explored. We present DexDLO, a model-free framework that learns dexterous dynamic manipulation policies for deformable linear objects with a fixed-base dexterous hand in an end-to-end way. By abstracting several common DLO manipulation tasks into goal-conditioned tasks, DexDLO can perform tasks such as DLO grabbing, DLO pulling, DLO end-tip position controlling, etc. Using the Mujoco physics simulator, we demonstrate that our framework can efficiently and effectively learn five different DLO manipulation tasks with the same framework parameters. We further provide a thorough analysis of learned policies, reward functions, and reduced observations for a comprehensive understanding of the framework.
84	f79238793e96e2b1b697bf4357be91daa306cc57	2025	10.3389/frobt.2025.1652050	Trustworthy navigation with variational policy in deep reinforcement learning	Frontiers Robotics AI	JournalArticle	Introduction Developing a reliable and trustworthy navigation policy in deep reinforcement learning (DRL) for mobile robots is extremely challenging, particularly in real-world, highly dynamic environments. Particularly, exploring and navigating unknown environments without prior knowledge, while avoiding obstacles and collisions, is very cumbersome for mobile robots. Methods This study introduces a novel trustworthy navigation framework that utilizes variational policy learning to quantify uncertainty in the estimation of the robot’s action, localization, and map representation. Trust-Nav employs the Bayesian variational approximation of the posterior distribution over the policy-based neural network’s parameters. Policy-based and value-based learning are combined to guide the robot’s actions in unknown environments. We derive the propagation of variational moments through all layers of the policy network and employ a first-order approximation for the nonlinear activation functions. The uncertainty in robot action is measured by the propagated variational covariance in the DRL policy network. At the same time, the uncertainty in the robot’s localization and mapping is embedded in the reward function and stems from the traditional Theory of Optimal Experimental Design. The total loss function optimizes the parameters of the policy and value networks to maximize the robot’s cumulative reward in an unknown environment. Results Experiments conducted using the Gazebo robotics simulator demonstrate the superior performance of the proposed Trust-Nav model in achieving robust autonomous navigation and mapping. Discussion Trust-Nav consistently outperforms deterministic DRL approaches, particularly in complicated environments involving noisy conditions and adversarial attacks. This integration of uncertainty into the policy network promotes safer and more reliable navigation, especially in complex or unpredictable environments. Trust-Nav offers a step toward deployable, self-aware robotic systems capable of recognizing and responding to their own limitations.
85	cffd2209738efc5b10fcb0c20b418e481b079116	2025	10.24833/rjcsc-2024-3-4-4-22	Cultural and Educational Policy of Sweden as an Element of Nation Branding	The Russian Journal of Cultural Studies and Communication	JournalArticle	"This article examines the relationship between soft power, nation branding, and educational and cultural cooperation within the framework of the Swedish Institute’s policy of international cooperation to promote the country’s image abroad and strengthen its reputational capital. The relevance of this topic is due to the significance of the stated agenda, which, as our research has shown, has influenced both the development of cultural cooperation and academic exchanges, and the specific features of the construction of Sweden’s foreign policy image. Through an analysis of Swedish Institute materials (primarily data from reports published in 2022–2034), the authors examine the process of how the organization’s activities are prioritized based on the distribution of financial support and the focus of its cultural and educational projects. To this end, we analyse the role and parameters of building a national brand; consider changes in the content of educational and cultural events and programmes conducted by Sweden in Eastern Europe and the Baltics; trace the dynamics of the processes of cultural exchange between Sweden and the countries of these regions; note the influence of the current political situation on the volume and measures of financial assistance to them; and describe the perception of Sweden in Russia, Eastern Europe and the Baltics. The study is based on the methods of comparative analysis, discourse analysis, and case study techniques. We conclude that in implementing a diverse range of educational and cultural programmes, the Swedish Institute adheres to the principle of regionalism, which allows such projects to be implemented with due account of the interests and needs of both Sweden and partner countries. We also show that when determining the parameters of national branding, the Swedish Institute relies on the approach of Simon Anholt, refining it in a number of areas. According to the findings of the study, the adaptation of relevant programmes for the development of cooperation with partner countries is aimed at integrating specific Swedish values into the cultural matrix of the host cultures. At the same time, the programmes implemented in this area are greatly influenced by the current political situation, thus excluding such an important international partner as Russia. The study confirms the initial thesis about the relatively slow accumulation of Sweden’s reputational capital, including in the process of the Swedish Institute’s work with“promising”(in the current environment) countries, as well as with the countries of Eastern Europe and the Baltics. We further conclude that the Swedish Institute is not only a key actor in the country’s cultural and educational policy, as well as a powerful channel of soft power, but also an instrument for Sweden to position itself as a moral superpower, which can be seen in many areas of its policies that go beyond public diplomacy.
 
 English translation from the Russian text: Dianina S. Y., Zolotukhina Y. I., 7 Ragozin G. S. 2024. Cultural and Representative Policy of Sweden as an Element of Nation Branding. Concept: Philosophy, Religion, Culture. 8(1). P. 91–111. (In Russian). DOI:  https://doi.org/10.24833/2541-8831-2024-1-29-91-111
"
86	8feb9abfe0c5e5e728fcfdf4511fdac4ee2554ba	2023	10.3390/jmse11122258	AUV Collision Avoidance Planning Method Based on Deep Deterministic Policy Gradient	Journal of Marine Science and Engineering	JournalArticle	Collision avoidance planning has always been a hot and important issue in the field of unmanned aircraft research. In this article, we describe an online collision avoidance planning algorithm for autonomous underwater vehicle (AUV) autonomous navigation, which relies on its own active sonar sensor to detect obstacles. The improved particle swarm optimization (I-PSO) algorithm is used to complete the path planning of the AUV under the known environment, and we use it as a benchmark to improve the fitness function and inertia weight of the algorithm. Traditional path-planning algorithms rely on accurate environment maps, where re-adapting the generated path can be highly demanding in terms of computational cost. We propose a deep reinforcement learning (DRL) algorithm based on collision avoidance tasks. The algorithm discussed in this paper takes into account the relative position of the target point and the rate of heading change from the previous timestep. Its reward function considers the target point, running time and turning angle at the same time. Compared with the LSTM structure, the Gated Recurrent Unit (GRU) network has fewer parameters, which helps to save training time. A series of simulation results show that the proposed deep deterministic policy gradient (DDPG) algorithm can obtain excellent results in simple and complex environments.
87	5019eb2f88872e6d30ad4933c2f03af60e954c50	2022	10.1109/ICTAI56018.2022.00182	Exploring Policy Diversity in Parallel Actor-Critic Learning	IEEE International Conference on Tools with Artificial Intelligence	JournalArticle	Exploration is a critical challenge for deep reinforcement learning methods. Although existing works such as actor-critic algorithms have made much progress, most still suffer from the sample inefficiency problem in complex environments where rewards are sparse. Parallel sampling, which uses multiple actors with the same policy interacting with the environment, is an effective approach to improve sample efficiency. However, parallel parameter-sharing actors collect similar samples, which generally hinders the improvement of the overall exploration process. In this paper, we propose a Policy Diversity enhanced approach for parallel Actor-Critic (PDAC). Specifically, we extend the parallel actor-critic architecture to the PDAC framework composed of a shared critic and parallel distinct actors. Then we introduce the KL-divergence of the action probability distribution between parallel actors as the intrinsic reward to encourage actors to explore diverse strategies. We evaluate our approach in multiple challenging procedurally-generated tasks and compare it with state-of-the-art algorithms. Experiments show that PDAC makes significant progress in the comparison, in terms of cumulative rewards and sample efficiency.
88	8ceb95eb68a26a738c5d474a705a58c5aeb85bf9	2026	10.5220/0014774200004067	Deep Sensorimotor Control by Imitating Predictive Models of Human Motion: Leveraging Visual Understanding of Motion for Policy Learning	International Conference on Pattern Recognition Applications and Methods	JournalArticle	EXTENDED ABSTRACT Every day, terabytes of video capture how humans interact with the world — opening doors, cooking meals, stacking boxes. This data gives away a lot of detail about what we want our robots to do. The guiding question in this project is: What is the most scalable way to utilize this data for robot learning? . The most common paradigm for learning from human data is real2sim , which seeks to replicate the environment in which humans operate by estimating its geometry and physical parameters. The resulting digital twin is necessary to map human motion to robot motion in the same scene as the video. In its full generality, this is a very hard inverse problem to solve. While working on HOP (Singh et al., 2025), we felt bottlenecked by the performance of existing solutions for this problem. This work presents an approach to circumvent these methods all together. We seek to unify all human video data into one neural network and subsequently use it for policy learning. Specifically, we train a model to predict future human keypoint trajectory given the current scene and task and then use it as a reward model . Such a reward model incen-tivizes a robot to track the motion of humans’ end effectors (hands!), given the observations and task. This learned reward, combined with a simple, sparse task-specific reward, is then used to train sensorimotor policies via massively parallelized reinforcement learning in simulation. As the human dataset grows, we expect the reward model to capture human motion for a lot of diverse tasks and scenes. The knowledge encoded in this model enables large-scale policy training with re-inforcement learning by eliminating the need for per-task manual reward design. Indeed, as demonstrated in our experiments
89	dba3c8183eb5e9df0ea112f2d2d00de7f13ed393	2024	10.1109/LCSYS.2024.3405958	Multiparametric Analysis of Multi-Task Markov Decision Processes: Structure, Invariance, and Reducibility	IEEE Control Systems Letters	JournalArticle	Modern sequential decision-making problems such as robotic control require on-the-fly adaptation to a reward function encoding a novel task, particularly when there is no luxury of performing costly online planning procedures. In this article, we present a multiparametric linear programming (mp-LP) approach that addresses this problem. The key idea is to characterize the optimal return of a multi-task Markov decision process as the optimal value of an mp-LP problem having reward functions (or vectors) as parameters. This mp-LP characterization enables the simultaneous computation of the optimal returns for multiple reward functions. Our multiparametric analysis provides geometric structures of the mp-LP problem by essentially identifying all polyhedral sets of reward functions that lead to the same optimal policy. This allows us to identify the types of reward function transformations that guarantee the invariance of optimality, effortlessly yielding the potential function-based reward shaping technique as a corollary. Finally, our analysis enables us to address the reducibility problem that seeks the minimal dimensions to capture essential information about any reward function.
90	13692216fda563c5b01032cf4a9fb4562da291ca	2019	10.1109/SIBIRCON48586.2019.8958202	Reinforcement Learning for Long-term Reward Optimization in Recommender Systems	IEEE Region International Conference on Computational Technologies in Electrical and Electronics Engineering	Conference	Recommender systems help users to orient in the vast space of goods, services, and events. A user interacts with the recommender engine in a sequence of exchanges of recommendations and user feedback. The idea that previous interaction influence the later ones and the importance of the sequence of interactions can be modeled using Markov decision processes and solved by reinforcement learning. Several recent articles applying reinforcement learning to recommender systems have proved the viability of this direction. But it is still difficult to compare different approaches. We propose an environment with a unified interface that will permit to compare different modelization of recommender process and different algorithms on the same underlying sequential data. We also performed the extensive parameter study for deep deterministic policy gradient methods on the well-known MovieLens dataset.
91	856040e24f8cdcc5a83ecaa33c78df6b888f15b9	2023	10.1109/TITS.2022.3221450	Enhancing Cooperation of Vehicle Merging Control in Heavy Traffic Using Communication-Based Soft Actor-Critic Algorithm	IEEE transactions on intelligent transportation systems (Print)	JournalArticle	A promising way to improve efficiency in highway on-ramp regions is to control connected and automated vehicles (CAVs) to pass the merging section sequentially. The primary objective of this paper is to incorporate the reinforcement learning (RL) technique into vehicle merging control to achieve global cooperation. A communication protocol among RL agents is integrated with the Soft Actor-Critic (CSAC) algorithm. The parallel SAC agents with a parameter-sharing structure cooperate to optimize the common reward function. It enables CAVs to know the actions of each other so that they proactively negotiate to adjust speeds. We designed a parsimonious state representation containing crucial merging information to speed up the RL training. The effects of the merging control strategy were investigated with the simulation model in scenarios with different CAV penetration rates and traffic flow compositions. Results showed that the CSAC-based merging strategy generated collision-free merging trajectories with a short travel time while guaranteeing traffic safety in various traffic conditions. Four baselines (including two rule-based and two RL-based merging strategies) were applied in the same scenarios for comparison. It was found that the proposed merging strategy took the safest merging behaviors (zero traffic conflicts) and reduced the most significant travel time (56.9%).
92	f58a1adc8dbc6bdea207d68bb1f67be54b7fef7d	2026	10.1017/bpp.2026.10046	Social learning rules and the effectiveness of behavioural policy: an agent-based model	Behavioural Public Policy	JournalArticle	"
 
 Behaviour-change interventions unfold in social systems where people learn from others. We develop a stylised agent-based model to examine how four canonical social learning rules – conformist transmission, informational prestige-biased copying, payoff-biased copying and random copying – shape the impact of a simple seeding intervention. Two arms evolve under identical conditions and learning rules, differing only in initial adoption: both start with exactly 5% baseline adopters and the treatment arm additionally seeds 20% of the remaining non-adopters, yielding an exact 25% vs 5% contrast at
 
 
 
 t equals 0
 
 $t = 0$
 
 
 t
 =
 0
 
 
 
 
 . Across homogeneous populations, 70/30 mixed ecologies and sweeps over the share of payoff-biased learners, we track adoption trajectories and treatment–control lift; we also vary payoff parameters, prestige informativeness and conformist thresholds in robustness analyses. We find that the same seeding intervention can stall, drift or cascade depending on the learning ecology. In the baseline specification, conformist dynamics exhibit threshold effects that erase treatment gains, prestige-biased and random copying can preserve positive final lift when diffusion remains incomplete and payoff-biased copying mainly changes the diffusion regime rather than preserving large end-point gaps. Robustness checks show that negative payoff premia suppress diffusion, weak or noisy payoff signals can generate treatment advantages, prestige effects depend on how informative prestige is and conformist treatment effects are concentrated in narrow threshold-boundary regions. These results motivate policy heuristics that evaluate interventions relative to local diffusion potential, make successful outcomes visible when payoff cues matter and tailor seeding to the prevailing mix of learning rules.
"
93	6b9b1d91891986c6fb52de939ab57ab642e83163	2025	10.1038/s41598-025-91966-1	Federated deep reinforcement learning-based urban traffic signal optimal control	Scientific Reports	JournalArticle	This paper proposes a cross-domain intelligent traffic signal control method based on federated Proximal-Policy Optimization (PPO) for distributed joint training of agents across domains for typical intersections, aiming at solving the problems of slow learning speed and poor model generalization when deep reinforcement learning (RL) is applied to cross-domain multi-intersection traffic signal optimization control. The proposed method improves the model generalization ability of different local models during global cross-region distributed joint training under the premise of ensuring information security and data privacy, solves the problem of non-independent and homogeneous distribution of environmental data faced by different agents in real intersection scenarios, and significantly accelerates the convergence speed of the model training phase. By reasonably designing the state, action and reward functions and determining the optimal values of several key parameters in the federated collaboration mechanism, the RL model could ensure high learning efficiency and fast convergence in the face of the gradual increase of road network size and the exponential increase of state and action space with the number of intersections. In addition, the new state interaction method and the reward function allow the agents to collaborate with each other, which greatly improves the information interaction efficiency between the federated learning local agents and the central coordinator, and improves the access efficiency of the road network and reduces the amount of communication data transmitted. Finally, through experimental comparisons, the proposed method can significantly reduce the average vehicle waiting time by up to 27.34% compared with the existing fixed timing method, and under the same convergence height, the convergence speed is up to 47.69% faster compared with the individual PPO trained in a single local environment, and up to 45.35% faster than the aggregated PPO trained jointly using all local data. The proposed method effectively optimizes intersection access efficiency with excellent robustness under various traffic flow settings.
94	1855a532dc99ccaf4d4c88445239c734d6cd732c	2023	10.7256/2585-7797.2023.1.40097	Modeling of demographic processes in the Tambov and Tver regions (1989 – 2020)	Историческая информатика	JournalArticle	"
 The aim of the study is to reconstruct the demographic strategies of rural societies. The object of the study is individual settlements and village councils (groups of settlements) of the Tambov and Tver regions (a total of 2861 settlements and 371 village councils). The presented work is undertaken within the framework of a large project on fractal modeling of demographic strategies of the agrarian population of European Russia in a long historical retrospective – since the middle of the XIX century. The chronological framework of the article covers not only the agricultural crisis of the 1990s, but also a certain recovery of some rural settlements in the 2000s - 2010s. To conduct experiments with the proposed computer model, a database was created in which the main parameters of the studied settlements and village councils are presented in a formalized form. The authors conclude that, despite all the differences, the demographic strategies of Tver and Tambov settlements evolve within the same pattern: Tver and Tambov regions are simply in slightly different phases of the same process. Peasant society in the Tver region has less potential as a migration donor and a base for natural growth. The older and northern Tver Region has been following the path of de-settlement and urbanization for a longer time. Tambov peasant society is somewhat less depleted and, therefore, could demonstrate great demographic success in the case of a successful demographic policy.
"
95	f513fbb7334a5b27d168a1025627b4e7c5434174	2022	10.15829/1560-4071-2022-4950	Comparative benchmark analysis of coverage by specialists involved in healthcare provision to patients with cardiovascular diseases in the regions of the Northwestern Federal District	Russian Journal of Cardiology		Control of cardiovascular diseases  (CVDs), which are the cause of premature mortality and high economic  costs,  is one of the priorities of social policy. Human resources are a key link in health system performance.  In Russia, there is a significant geographical  heterogeneity  in the distribution of medical workers and structural disproportions  in certain specialties.  Regional  differences  in the availability of specialists in cardiology system have not been studied enough.Aim. To perform a comparative benchmark analysis of coverage by specialists involved  in healthcare  provision  to patients with cardiovascular  diseases  in the regions of the Northwestern Federal District (NWFD), identifying regional differences for the period from 2015 to 2019.Material and methods. To assess the number of specialists involved in providing care to patients with CVDs, data from the federal statistical monitoring forms №30 “Information on a medical organization” for 2015-2019 of the subjects of the Northwestern Federal District were used. Multiple linear regression was used to compare the basic estimated parameters of provision per 10000 population with specialists at the level of district as a whole and in NWFD regions  with data for Russia as a whole. P<0,05 was considered significant.Results. Among the subjects of Northwestern Federal District, differences  were revealed  in all specialties  of varying severity. While the estimated parameter of provision with cardiologists  in Russia is 0,896 (95%  CI, 0,794-0,998),  there are differences  in the regions in a wide range from -0,446 (Vologda Oblast) to +0,502 (St. Petersburg).  Regional  differences  in the provision of vascular radiology specialists from the basic estimated level for Russia were observed  only in two subjects. At the same time, for all subjects in general, an increase in the indicator from 2015 to 2019 by 0,011 [95% CI, 0,006; 0,016] per year (p<0,001) was observed.  The smallest range of differences was observed for cardiovascular surgeons:  with a baseline  estimate  in Russia of 0,158 [95% CI, 0,140; 0,176] the range of differences was from -0,086 to +0,198. For emergency  medicine paramedic, the largest number of subjects with positive values of the statistical correction of the average relative to Russia was noted (7 out of 11 regions). For neurologists and intensivists, on the contrary, the largest number of subjects with negative values (7 out of 11 regions)  was revealed.  Structural staff disproportions in cardiology care system were revealed.Conclusion. In the NWFD, in general, coverage  by specialists involved in health-care provision for CVD are higher than the estimated base level for Russia. However,  their uneven distribution within the district and its subjects is observed. The demonstrated mathematical approach to assessing staff differences  at the subject or district level can be used to develop measures to achieve the goals of the regional health personnel policy.
96	7397b04bd78f5e42f3d0ed2160c1949dda6b624b	2025	10.1038/s41598-025-95161-0	Exploring quantum control landscape and solution space complexity through optimization algorithms and dimensionality reduction	Scientific Reports	JournalArticle	Understanding the quantum control landscape (QCL) is important for designing effective quantum control strategies. In this study, we analyze the QCL for a single two-level quantum system (qubit) using various control strategies. We employ Principal Component Analysis (PCA), to visualize and analyze the QCL for higher dimensional control parameters. Our results indicate that dimensionality reduction techniques such as PCA, can play an important role in understanding the complex nature of quantum control in higher dimensions. Evaluations of traditional control techniques and machine learning algorithms reveal that Genetic Algorithms (GA) outperform Stochastic Gradient Descent (SGD), while Q-learning (QL) shows great promise compared to Deep Q-Networks (DQN) and Proximal Policy Optimization (PPO). Additionally, our experiments highlight the importance of reward function design in DQN and PPO demonstrating that using immediate reward results in improved performance rather than delayed rewards for systems with short time steps. A study of solution space complexity was conducted by using Cluster Density Index (CDI) as a key metric for analyzing the density of optimal solutions in the landscape. The CDI reflects cluster quality and helps determine whether a given algorithm generates regions of high fidelity or not. Our results provide insights into effective quantum control strategies, emphasizing the significance of parameter selection and algorithm optimization.
