rank	openalex_id	year	doi	title	venue	type	abstract
213	W2161836710	2005	https://doi.org/10.1145/1082983.1083284	Environment behavior models for scenario generation and testing automation	ACM SIGSOFT Software Engineering Notes	article	This paper suggests an approach to automatic scenario generation from environment models for testing of real-time reactive systems. The behavior of the system is defined as a set of events (event trace) with two basic relations: precedence and inclusion. The attributed event grammar (AEG) specifies possible event traces and provides a uniform approach for automatically generating, executing, and analyzing test cases. The environment model includes a description of hazardous states in which the system may arrive and makes it possible to gather statistics for system safety assessment. The approach is supported by a generator that creates test cases from the AEG models. We demonstrate the approach with case studies of prototypes for the safety-critical computer-assisted resuscitation algorithm (CARA) software for a casualty intravenous fluid infusion pump and the Paderborn Shuttle System.
214	W2043375653	2005	https://doi.org/10.1145/1101908.1101983	Test input generation for red-black trees using abstraction		conference-paper	We consider the problem of test input generation for code that manipulates complex data structures. Test inputs are sequences of method calls from the data structure interface. We describe test input generation techniques that rely on state matching to avoid generation of redundant tests. Exhaustive techniques use explicit state model checking to explore all the possible test sequences up to predefined input sizes. Lossy techniques rely on abstraction mappings to compute and store abstract versions of the concrete states; they explore under-approximations of all the possible test sequences. We have implemented the techniques on top of the Java PathFinder model checker and we evaluate them using a Java implementation of red-black trees.
215	W1542690313	2006	https://doi.org/10.1007/11813040_29	Automated Boundary Test Generation from JML Specifications	Lecture notes in computer science	conference-paper	
216	W2142756246	2007	https://doi.org/10.1007/978-3-540-71209-1_5	Generating Representation Invariants of Structurally Complex Data	Lecture notes in computer science	conference-paper	
217	W2162805102	2007	https://doi.org/10.1109/taic.part.2007.11	On Test Data Generation of Object-Oriented Software		conference-paper	Nowadays, object-oriented (OO) languages are widely used in the development of many different kinds of applications. However, testing those applications is still very expensive and time-consuming for the software community. The automation of this task would therefore be highly desirable. Although automatic testing of procedural software has been studied in depth for many years, comparatively little work has been done about OO software. Different techniques exist. However, the most promising one is probably to model the task as a search problem. This paper explains why automatic testing of OO software is more difficult than procedural software. These difficulties provide strong challenges to the natural computation and software engineering communities. A brief review of the literature of the subject follows. The issues of the current state-of-art of the field are then outlined. Finally, some open research problems are discussed.
218	W1975474596	2014	https://doi.org/10.1145/2544135	Generating Test Cases for Programs that Are Coded against Interfaces and Annotations	ACM Transactions on Software Engineering and Methodology	article	Automatic test case generation for software programs is very powerful but suffers from a key limitation. That is, most current test case generation techniques fail to cover testee code when covering that code requires additional pieces of code not yet part of the program under test. To address some of these cases, the Pex state-of-the-art test case generator can generate basic mock code. However, current test case generators cannot handle cases in which the code under test uses multiple interfaces, annotations, or reflection. To cover such code in an object-oriented setting, we describe a novel technique for generating test cases and mock classes. The technique consists of collecting constraints on interfaces, annotations, and reflection, combining them with program constraints collected during dynamic symbolic execution, encoding them in a constraint system, solving them with an off-the-shelf constraint solver, and mapping constraint solutions to test cases and custom mock classes. We demonstrate the value of this technique on open-source applications. Our approach covered such third-party code with generated mock classes, while competing approaches failed to cover the code and sometimes produced unintended side-effects such as filling the screen with dialog boxes and writing into the file system.
219	W2046969592	2008	https://doi.org/10.1134/s0361768808060066	Automation of broad sanity test generation	Programming and Computer Software	article	The technology for the broad generation of sanity tests for complex software developed in the Institute for System Programming (Russian Academy of Sciences) is presented. This technology is called Azov; it is based on using a database containing structured information about the interface operations of the system under test and on a procedure for enriching this information by refining constraints imposed on parameter types and results of operations. Results of a practical application of this technology prove its high efficiency in generating sanity tests for systems with a large number of functions.
220	W2097245782	2010	https://doi.org/10.1109/tse.2010.27	Bristlecone: Language Support for Robust Software Applications	IEEE Transactions on Software Engineering	article	We present Bristlecone, a programming language for robust software systems. Bristlecone applications have two components: a high-level organization specification that describes how the application's conceptual operations interact and a low-level operational specification that describes the sequence of instructions that comprise an individual conceptual operation. Bristlecone uses the high-level organization specification to recover the software system from an error to a consistent state and to reason how to safely continue the software system's execution after the error. We have implemented a compiler and runtime for Bristlecone. We have evaluated this implementation on three benchmark applications: a Web crawler, a Web server, and a multiroom chat server. We developed both a Bristlecone version and a Java version of each benchmark application. We used injected failures to evaluate the robustness of each version of the application. We found that the Bristlecone versions of the benchmark applications more successfully survived the injected failures. The Bristlecone compiler contains a static analysis that operates on the organization specification to generate a set of diagrams that graphically present the task interactions in the application. We have used the analysis to help understand the high-level structure of three Bristlecone applications: a game server, a Web server, and a chat server.
221	W2118595631	2010	https://doi.org/10.1145/1882291.1882332	Representation dependence testing using program inversion		conference-paper	The definition of a data structure may permit many different concrete representations of the same logical content. A (client) program that accepts such a data structure as input is said to have a representation dependence if its behavior differs for logically equivalent input values. In this paper, we present a methodology and tool for automated testing of clients of a data structure for representation dependence. In the proposed methodology, the developer expresses the logical equivalence by writing a normalization program f that maps each concrete representation to a canonical one. Our solution relies on automatically synthesizing the one-to-many inverse function of f: given an input value x, we can generate multiple test inputs logically equivalent to x by executing the inverse with the canonical value f(x) as input repeatedly. We present an inversion algorithm for restricted classes of normalization programs including programs mapping arrays to arrays in a typical iterative manner. We present a prototype implementation of the algorithm, and demonstrate how our methodology reveals bugs due to representation dependence in open source software such as Open Office and Picasa using the widely used image format TIFF. TIFF is a challenging case study for our approach.
222	W2810814546	2018	https://doi.org/10.1145/3167132.3167339	Korat-API		conference-paper	Logical constraints play an important role in software testing and reliability. For example, constraints written by users allow automating test case generation and systematic bug finding, and constraints computed using data-flow of a program allow studying its reliability. The key to practical usefulness of constraints is the effectiveness and efficiency of constraint solvers that determine constraint feasibility and produce solutions.
223	W1980629081	2010	https://doi.org/10.1145/1869459.1869461	Efficient modular glass box software model checking		conference-paper	Glass box software model checking incorporates novel techniques to identify similarities in the state space of a model checker and safely prune large numbers of redundant states without explicitly checking them. It is significantly more efficient than other software model checking approaches for checking certain kinds of programs and program properties.
224	W2150889121	2010	https://doi.org/10.1145/1858996.1859021	Eliminating products to test in a software product line		conference-paper	A Software Product Line (SPL) is a family of programs where each program is defined by a unique combination of features. Developing a set of programs with commonalities and variabilities in this way can significantly reduce both the time and cost of software development. However, as the number of programs may be exponential in the number of features, testing an SPL, the phase to which the majority of software development is dedicated, becomes especially challenging [12].
225	W2903631479	2018	https://doi.org/10.1007/s10009-018-00506-y	A greedy particle swarm optimization (GPSO) algorithm for testing real-world smart card applications	International Journal on Software Tools for Technology Transfer	article	
226	W2152417349	2008	https://doi.org/10.1109/sefm.2008.13	Behaviour Directed Testing of Auto-code Generators		conference-paper	This paper addresses the problem of testing auto-code generators. Auto-code generators take as input a model in certain modeling language, and produce as output a program that captures the execution semantics of the input-model. We focus on the problem of test specification for the purpose of automatically generating a test-suite. We propose a novel technique for test specification based on the execution behavior of models. We also propose an algorithm that uses such a behavioral test specification for directing test-case generation towards very specific behavioral patterns that we would like to exercise. We have implemented this technique, and have applied it for generating test-cases for a Stateflow auto-code generator.
227	W2550970678	2016	https://doi.org/10.1007/978-3-319-49815-7_9	An Evolutionary Approach to Translate Operational Specifications into Declarative Specifications	Lecture notes in computer science	conference-paper	
228	W3003265943	2004	https://doi.org/10.1145/1013886.1007531	Software assurance by bounded exhaustive testing	ACM SIGSOFT Software Engineering Notes	article	The contribution of this paper is an experiment that shows the potential value of a combination of selective reverse engineering to formal specifications and bounded exhaustive testing to improve the assurance levels of complex software. A key problem is to scale up test input generation so that meaningful results can be obtained. We present an approach, using Alloy and TestEra for test input generation, which we evaluate by experimental application to the Galileo dynamic fault tree analysis tool.
229	W4233823248	2012	https://doi.org/10.1145/2398857.2384654	Scaling symbolic execution using ranged analysis	ACM SIGPLAN Notices	article	This paper introduces a novel approach to scale symbolic execution --- a program analysis technique for systematic exploration of bounded execution paths---for test input generation. While the foundations of symbolic execution were developed over three decades ago, recent years have seen a real resurgence of the technique, specifically for systematic bug finding. However, scaling symbolic execution remains a primary technical challenge due to the inherent complexity of the path-based exploration that lies at core of the technique. Our key insight is that the state of the analysis can be represented highly compactly: a test input is all that is needed to effectively encode the state of a symbolic execution run. We present ranged symbolic execution, which embodies this insight and uses two test inputs to define a range, i.e., the beginning and end, for a symbolic execution run. As an application of our approach, we show how it enables scalability by distributing the path exploration---both in a sequential setting with a single worker node and in a parallel setting with multiple workers. As an enabling technology, we leverage the open-source, state-of-the-art symbolic execution tool KLEE. Experimental results using 71 programs chosen from the widely deployed GNU Coreutils set of Unix utilities show that our approach provides a significant speedup over KLEE. For example, using 10 worker cores, we achieve an average speed-up of 6.6X for the 71 programs.
230	W4252879394	2005	https://doi.org/10.1145/1095430.1081745	Parameterized unit tests with unit meister	ACM SIGSOFT Software Engineering Notes	article	Parameterized unit tests extend the current industry practice of using closed unit tests defined as parameterless methods. Traditional closed unit tests are re-obtained by instantiating the parameterized unit tests. We have developed the prototype tool Unit Meister , which uses symbolic execution and constraint solving to automatically compute a minimal set of inputs that exercise a parameterized unit test given certain coverage criteria. In addition, the parameterized unit tests can be used as symbolic summaries during symbolic execution, which allows our approach to scale for arbitrary abstraction levels. Unit Meister has a command-line interface, and is also integrated into Visual Studio 2005 Team System.
231	W192372167	2011	https://doi.org/10.1007/978-3-642-24580-0_6	Praspel: A Specification Language for Contract-Based Testing in PHP	Lecture notes in computer science	conference-paper	
232	W1996842457	2012	https://doi.org/10.1145/2237796.2237812	SMT-based enumeration of object graphs from UML class diagrams	ACM SIGSOFT Software Engineering Notes	article	This paper presents an encoding of the UML class diagram with OCL invariants in an SMT solver for enumerating all the object graphs from the class diagram. Enumeration of all the object graphs was necessary for our verification of operating systems by model checking, i.e., exhaustively enumerate all the structural variations of the environments to be checked against an operating system. We present our encoding in the SMT solver Yices with the technique of optimization and isomorphism elimination.
233	W2000716504	2015	https://doi.org/10.1145/2791060.2791093	Faster bug detection for software product lines with incomplete feature models		conference-paper	A software product line (SPL) is a family of programs that are differentiated by features --- increments in functionality. Systematically testing an SPL is challenging because it requires running each test of a test suite against a combinatorial number of programs. Feature models capture dependencies among features and can (1) reduce the space of programs to test and (2) enable accurate categorization of failing tests as failures of programs or the tests themselves, not as failures due to illegal combinations of features. In practice, sadly, feature models are not always available.
234	W2056707614	2012	https://doi.org/10.5381/jot.2012.11.1.a6	JSConTest: Contract-Driven Testing and Path Effect Inference for JavaScript.	The Journal of Object Technology	article	Program understanding is a major obstacle during program maintenance. In an object-oriented language, understanding an operation requires understanding its type and its effect on the object network. The effect is particularly important for scripting languages where there is neither class structure that restricts the shape of an object nor any other kind of access control.
235	W2129583786	2006	https://doi.org/10.1109/compsac.2006.28	Architecting a Testing Framework for Publish/Subscribe Applications		conference-paper	The publish/subscribe style is an emerging paradigm for the construction of loosely coupled systems. Yet, the verification of such systems remains difficult. We have constructed a framework called RAY for testing publish/subscribe applications. This framework is implemented as an Eclipse plug-in. In this paper, we present the detailed architecture of RAY, as well as the interaction with its supporting components. In addition to the presented architecture for a testing framework for publish/subscribe applications, the contribution of this paper includes the experience gained during the development of this framework
236	W2810024285	2018	https://doi.org/10.1145/3194718.3194724	On the effect of object redundancy elimination in randomly testing collection classes		conference-paper	In this paper, we analyze the effect of reducing object redundancy in random testing, by comparing the Randoop random testing tool with a version of the tool that disregards tests that only produce objects that have been previously generated by other tests. As a side effect, this variant also identifies methods in the software under test that never participate in state changes, and uses these more heavily when building assertions.
237	W1551597509	2008	https://doi.org/10.1007/978-3-540-89982-2_71	A Constraint Logic Programming Approach to Automated Testing	Lecture notes in computer science	conference-paper	
238	W2088791908	2008	https://doi.org/10.1134/s0361768808060054	Using abstract models for the generation of test data with a complex structure	Programming and Computer Software	article	An approach to the automatic generation of test data having a complex structure (such as XML documents, programs in various programming languages, and the like) is presented. It is based on abstract models that represent various views of the structure of the desired data. The approach enables one to generate small sets of test data for testing the functionality of the target system. The use of abstract models makes configuration of the generation procedure easy and clear; it also facilitates the maintenance and reuse of existing configurations of the test data generator. The approach was implemented in the test data generator called Pinery, which was successfully used in a number of projects including testing commercial C/C++ compilers.
239	W2473303063	2016	https://doi.org/10.1007/978-3-319-40648-0_9	The comKorat Tool: Unified Combinatorial and Constraint-Based Generation of Structurally Complex Tests	Lecture notes in computer science	conference-paper	
240	W2790082131	2018	https://doi.org/10.1145/3159450.3159575	Specification-Based Testing in Software Engineering Courses		conference-paper	"In 2016 we introduced a tool called ""Spest// for the automated generation of software tests from formal specifications. That introductory presentation of Spest described its basic functionality and our initial results of using Spest in software engineering courses. Here we describe further experience of using Spest in classes, including qualitative and quantitative analyses of its effectiveness. The analysis consists of a qualitative survey of students/ experience, a quantitative study of the readability of Spest-generated tests, and a quantitative analysis that compares the coverage quality of hand-written student tests with Spest-generated tests. The results of the analyses are mixed. The experience survey finds that a majority of students did not enjoy using Spest nor fully understand how to use it effectively. The results of the readability study show that Spest-generated tests are not as readable for students as tests written by human experts, however the differences in readability are not extreme. Finally, the results of the coverage comparison are good, showing that Spest-generated tests achieve better code coverage than students/ hand-written tests. Given the mixed results, we discuss how we are moving forward to make Spest a more usable and effective tool."
241	W4241810885	2014	https://doi.org/10.1145/2714064.2660232	Bounded exhaustive test input generation from hybrid invariants	ACM SIGPLAN Notices	article	We present a novel technique for producing bounded exhaustive test suites from hybrid invariants, i.e., invariants that are expressed imperatively, declaratively, or as a combination of declarative and imperative predicates. Hybrid specifications are processed using known mechanisms for the imperative and declarative parts, but combined in a way that enables us to exploit information from the declarative side, such as tight bounds computed from the declarative specification, to improve the search both on the imperative and declarative sides. Moreover, our technique automatically evaluates different possible ways of processing the imperative side, and the alternative settings (imperative or declarative) for parts of the invariant available both declaratively and imperatively, to decide the most convenient invariant configuration with respect to efficiency in test generation. This is achieved by transcoping, i.e., by assessing the efficiency of the different alternatives on small scopes (where generation times are negligible), and then extrapolating the results to larger scopes. We also show experiments involving collection classes that support the effectiveness of our technique, by demonstrating that (i) bounded exhaustive suites can be computed from hybrid invariants significantly more efficiently than doing so using state-of-the-art purely imperative and purely declarative approaches, and (ii) our technique is able to automatically determine efficient hybrid invariants, in the sense that they lead to an efficient computation of bounded exhaustive suites, using transcoping.
242	W4244168173	2016	https://doi.org/10.1145/2980983.2908122	Fast synthesis of fast collections	ACM SIGPLAN Notices	article	Many applications require specialized data structures not found in the standard libraries, but implementing new data structures by hand is tedious and error-prone. This paper presents a novel approach for synthesizing efficient implementations of complex collection data structures from high-level specifications that describe the desired retrieval operations. Our approach handles a wider range of data structures than previous work, including structures that maintain an order among their elements or have complex retrieval methods. We have prototyped our approach in a data structure synthesizer called Cozy. Four large, real-world case studies compare structures generated by Cozy against handwritten implementations in terms of correctness and performance. Structures synthesized by Cozy match the performance of handwritten data structures while avoiding human error.
243	W4237511296	2007	https://doi.org/10.1145/1297105.1297056	Starc	ACM SIGPLAN Notices	article	Data structure corruptions are insidious bugs that reduce the reliability of software systems. Constraint-based datastructure repair promises to help programs recover from potentially crippling corruption errors. Prior work repairs a variety of relatively small data structures, usually with hundreds of nodes. We present STARC which uses static analysis to repair data structures with tens of thousands of nodes. Given a Java predicate method that describes the integrity constraints of a structure, STARC statically analyzes the method to identify: (1) the recurrent fields, i.e., fields that the predicate method uses to traverse the structure; and (2) local field constraints, i.e., how the value of an object field is related to the value of a neighboring object field. STARC executes the predicate method on the structure and monitors its execution to identify corrupt object fields, which STARC then repairs using a systematic search of a neighborhood of the given structure. Each repair action is guided by the result of the static analysis, which enables more efficient and effective repair compared to prior work. Experimental results showthat STARC can repair structures with tens of thousands of nodes, up to 100 times larger than prior work. STARC efficiency is probably not practical for very large data structures in deployed systems, but opens a promising direction for future work.
244	W4393978593	2024	https://doi.org/10.1007/978-3-031-57259-3_7	Comprehending Object State via Dynamic Class Invariant Learning	Lecture notes in computer science	conference-paper	Abstract Maintaining software is cumbersome when method argument constraints are undocumented. To reveal them, previous work learned preconditions from exemplary valid and invalid method arguments. In practice, it would be highly beneficial to know class invariants, too, because functionality added during software maintenance must not break them. Even more so than method preconditions, class invariants are rarely documented and often cannot completely be inferred automatically, especially for objects exhibiting complex state such as dynamic data structures. This paper presents a novel dynamic approach to learning class invariants, thereby complementing related work on learning method preconditions. We automatically synthesize assertions from an adjustable assertion grammar to distinguish valid and invalid objects. While random walks generate valid objects, a combination of bounded-exhaustive testing techniques and behavioral oracles yield invalid objects. The utility of our approach for code comprehension and software maintenance is demonstrated by comparing our learned invariants to documented invariant validation methods found in real-world Java classes and to the invariants detected by the Daikon tool.
245	W2751480973	2017	https://doi.org/10.1145/3122831.3122836	Property-based testing of SPARQL queries		conference-paper	In this paper we describe a property-based testing tool for SPARQL. Given a SPARQL query, the tool randomly generates test cases which consist on instances of an ontology. The tool checks the well typed-ness of the SPARQL query as well as the consistency of the test cases with the ontology axioms. With this aim, a type system has been defined for SPARQL. Test cases are later used to execute the SPARQL query. The output of the SPARQL query is tested with a Boolean property which is defined in terms of membership of ontology individuals to ontology classes. The testing tool reports counterexamples when the Boolean property is not satisfied.
246	W4411552395	2025	https://doi.org/10.1109/icse55347.2025.00172	Invivo Fuzzing by Amplifying Actual Executions		conference-paper	A major bottleneck that remains when fuzzing software libraries is the need for fuzz drivers, i.e., the glue code between the fuzzer and the library. Despite years of fuzzing, critical security flaws are still found, e.g., by manual auditing, because the fuzz drivers do not cover the complex interactions between the library and the host programs using it. In this work we propose an alternative approach to library fuzzing, which leverages a valid execution context that is set up by a given program using the library (the host), and amplify its execution. More specifically, we execute the host until a designated function from a list of target functions has been reached, and then perform coverage-guided function-level fuzzing on it. Once the fuzzing quota is exhausted, we move on to fuzzing the next target from the list. In this way we not only reduce the amount of manual work needed by a developer to incorporate fuzzing into their workflow, but we also allow the fuzzer to explore parts of the library as they are used in real-world programs that may otherwise not have been tested due to the simplicity of most fuzz drivers.
247	W1983705987	2009	https://doi.org/10.1016/j.entcs.2009.09.037	Tickling Java with a Feather	Electronic Notes in Theoretical Computer Science	article	Fragments of mainstream programming languages are formalised in order to show desirable properties of their static semantics. We ask if said formalisms could also be used to define a test suite for the mainstream programming language in question, and what the utility of such a suite would be. In this work, we present our findings from testing Java with Featherweight Java (FJ). We take the syntax and binding structure of FJ to define an instance space of non-isomorphic test programs and implementations of FJ type checkers to provide oracles for our tests, to ensure the mainstream implementation conforms with the expectations of FJ. Using these, we evaluate (using code coverage techniques) how much of the Sun OpenJDK javac can be tested by FJ.
248	W2413785658	2016	https://doi.org/10.1007/978-3-319-31220-0_5	Automatic Generation of Specification-Based Test Cases by Applying Genetic Algorithms in Reinforcement Learning	Lecture notes in computer science	conference-paper	
249	W2108435978	2015	https://doi.org/10.1007/978-3-319-17404-4_2	Applying GA with Tabu list for Automatically Generating Test Cases Based on Formal Specification	Lecture notes in computer science	conference-paper	
250	W4376854045	2023	https://doi.org/10.1007/978-3-031-31476-6_10	SMT-Based Test-Case Generation and Validation for Programs with Complex Specifications	Lecture notes in computer science	conference-paper	
251	W4313563577	2022	https://doi.org/10.1145/3551349.3556951	Efficient Synthesis of Method Call Sequences for Test Generation and Bounded Verification		conference-paper	Modern programs are usually heap-based, where the programs manipulate heap-based data structures to perform computations. In software engineering tasks such as test generation and bounded verification, we need to determine the existence of a reachable heap state that satisfies a given specification, or construct the heap state by a sequence of calls to the public methods. Given the huge space combined from the methods and their arguments, the existing approaches typically adopt static analysis or heuristic search to explore only a small part of search space in the hope of finding the target state and target call sequence early on. However, these approaches do not have satisfactory performance on many real-world complex methods and specifications. In this paper, we propose an efficient synthesis algorithm for method call sequences, including an offline procedure for exploring all reachable heap states within a scope, and an online procedure for generating a method call sequence from the explored heap states to satisfy the given specification. To improve the efficiency of state exploration, we introduce a notion of abstract heap state for compactly representing heap states of the same structure and propose a strategy of merging structurally-isomorphic states. The experimental results demonstrate that our approach substantially outperforms the baselines in both test generation and bounded verification.
252	W4213240734	2022	https://doi.org/10.2197/ipsjjip.30.155	Automatic Optimize-time Validation for Binary Optimizers	Journal of Information Processing	article	We propose an approach called automatic optimize-time validation for binary optimizers. Our approach does not involve executing the whole program for validation but selecting a small part of code (1 to 100 instructions) for the target test code. It executes the target code and its optimized code with several input data during binary optimization. One benefit is that we can test a small part of an actual customer's code during binary optimization. Our approach can be used to test several input data not included in the target code, which is the most beneficial aspect of the approach. If the results are the same after execution, we will use the optimized code for the final output code. If the results differ, we can consider a couple of option, e.g., while developing a binary optimizer, we can abort the compilation with an error message to easily detect a bug. After a binary optimizer becomes generally available, we can use the input code for the final output code to maintain compatibility. Our goal is for the output binary code to be compatible, fast, and small. We focused on how to improve compatibility in this study. We implemented our approach in our binary optimizer and successfully detected one new bug. We used a very small binary program to observe the worst case of increased compilation time and output binary file size. Our implementation showed that our approach increases optimization time by only 0.02% and output binary file size by 8%.
253	W2162801047	2004	https://doi.org/10.1145/1022494.1022545	Experiences evaluating the effectiveness of JML-JUnit testing	ACM SIGSOFT Software Engineering Notes	article	This paper reports on the issues the authors encountered while evaluating the JML-JUnit unit testing strategy. Given a predefined set of parameter values, JML-JUnit can automatically provide unit tests for Java programs that have specifications. We present a mutation testing experiment that evaluates the effectiveness of this testing strategy, and the lessons learned from doing this experiment. We conclude that a benchmark will enable the testing research community to meaningfully assess testing approaches.
254	W1508998747	2005	https://doi.org/10.1109/apsec.2004.63	JAOUT: Automated Generation of Aspect-Oriented Unit Test		conference-paper	Unit testing is a methodology for testing small parts of an application independently of whatever application uses them. It is time consuming and tedious to write unit tests, and it is especially difficult to write unit tests that model the pattern of usage of the application. Aspect-oriented programming (AOP) addresses the problem of separation of concerns in programs which is well suited to unit test problems. What's more, unit tests should be made from different concerns in the application instead of just from functional assertions of correctness or error. In this paper, we firstly present a new concept, application-specific Aspects, which mean top-level aspects picked up from generic low-level aspects in AOP for specific use. It can be viewed as the separation of concerns on applications of generic low-level aspects. Second, this paper describes an aspect-oriented test description language (AOTDL) and techniques to build top-level aspects for testing on generic aspects. Third, we generate JUnit unit testing framework and test oracles from AspectJ programs by integrating our tool with AspectJ and JUnit. We use runtime exceptions thrown by testing aspects to decide whether methods work well. Finally, we present a double-phase testing way to filter out meaningless test cases in our framework.
255	W1526342200	2006	https://doi.org/10.1007/11940197_15	Safety Property Driven Test Generation from JML Specifications	Lecture notes in computer science	conference-paper	
256	W2158352680	2008	https://doi.org/10.1109/csmr.2008.4493303	Test Blueprints¿ Exposing Side Effects in Execution Traces to Support Writing Unit Tests	Proceedings of the ... European Conference on Software Maintenance and Reengineering/Proceedings of the European Conference on Software Maintenance and Reengineering	conference-paper	Writing unit tests for legacy systems is a key maintenance task. When writing tests for object-oriented programs, objects need to be set up and the expected effects of executing the unit under test need to be verified. If developers lack internal knowledge of a system, the task of writing tests is non-trivial. To address this problem, we propose an approach that exposes side effects detected in example runs of the system and uses these side effects to guide the developer when writing tests. We introduce a visualization called Test Blueprint, through which we identify what the required fixture is and what assertions are needed to verify the correct behavior of a unit under test. The dynamic analysis technique that underlies our approach is based on both tracing method executions and on tracking the flow of objects at runtime. To demonstrate the usefulness of our approach we present results from two case studies.
257	W2158686759	2008	https://doi.org/10.1109/icsm.2008.4658075	Using random test selection to gain confidence in modified software		conference-paper	This paper presents a method that addresses two practical issues concerning the use of random test selection for regression testing: the number of random samples needed from the test suite to provide reliable results, and the confidence levels of the predictions made by the random samples. The method applies the Chernoff bound, which has been applied in various randomized algorithms, to compute the error bound for random test selection. The paper presents three example applications, based on the method, for regression testing. The main benefits of the method are that it requires no distribution information about the test suite from which the samples are taken, and the computation of the confidence level is independent of the size of the test suite. The paper also presents the results of an empirical evaluation of the technique on a set of C programs, which have been used in many testing experiments, along with three of the GCC compilers. The results demonstrate the effectiveness of the method and show its potential for regression testing on real-world, large-scale applications.
258	W4248922040	2007	https://doi.org/10.1145/1295014.1295039	Directed test generation using symbolic grammars		conference-paper	"We present CESI, an algorithm that combines exhaustive enumeration of test inputs from a structured domain with symbolic execution driven test generation. CESI is a hybrid of two predominant techniques: specification-based enumerative test generation (which exhaustively generates all possible inputs satisfying some constraint) and symbolic directed test generation (which explores program paths based on symbolic path constraint solving). We target programs whose valid inputs are determined by some context free grammar. We introduce symbolic grammars, where the original tokens are replaced with symbolic constants, that link enumerative grammar-based input generation with symbolic directed testing. Symbolic grammars abstract the concrete input syntax, thus reducing the set of input strings that must be enumerated exhaustively. For each enumerated input string, which may contain symbolic constants, symbolic execution based test generation instantiates the constants based on program execution paths. The ""template"" generated by enumerating valid strings reduces the burden on the symbolic execution to generate syntactically valid inputs and hence exercise interesting code paths. Together, symbolic grammars provide a link between exhaustive enumeration of valid inputs and execution-directed symbolic test generation. In preliminary experiments, CESI is better than if both enumerative and symbolic techniques are used alone."
259	W1529348175	2006	https://doi.org/10.1007/11955757_10	Instantiation of Parameterized Data Structures for Model-Based Testing	Lecture notes in computer science	conference-paper	
260	W2097417323	2008	https://doi.org/10.1007/978-3-540-79124-9_13	Integrating Verification and Testing of Object-Oriented Software	Lecture notes in computer science	conference-paper	
261	W1770529858	2005	https://doi.org/10.1007/11526841_2	Formal Methods and Testing: Hypotheses, and Correctness Approximations	Lecture notes in computer science	conference-paper	
262	W2165514688	2013	https://doi.org/10.1007/978-3-642-40787-1_14	Repair Abstractions for More Efficient Data Structure Repair	Lecture notes in computer science	conference-paper	
263	W4237942937	2007	https://doi.org/10.1007/978-3-540-73589-2_13	Efficiently Generating Structurally Complex Inputs with Thousands of Objects	Lecture notes in computer science	conference-paper	
264	W2072366534	2013	https://doi.org/10.1007/s11334-013-0196-9	Scaling symbolic execution using staged analysis	Innovations in Systems and Software Engineering	article	
265	W4393978580	2024	https://doi.org/10.1007/978-3-031-57259-3	Fundamental Approaches to Software Engineering	Lecture notes in computer science	conference-paper	Welcome to the 27th ETAPS! ETAPS 2024 took place in Luxembourg City, the beautiful capital of Luxembourg.
266	W2128547613	2011	https://doi.org/10.1145/1985793.1985956	Dynamic shape analysis of program heap using graph spectra (NIER track)		conference-paper	Programs written in languages such as Java and C# maintain most of their state on the heap. The size and complexity of these programs pose a challenge in understanding and maintaining them; Heap analysis by summarizing the state of heap graphs assists programmers in these tasks. In this paper we present a novel dynamic heap analysis technique that uses spectra of the heap graphs to summarize them. These summaries capture the shape of recursive data structures as dynamic invariants or likely properties of these structures that must be preserved after any destructive update. Initial experiments show that this approach can generate meaningful summaries for a range of subject structures.
267	W2988695202	2006	https://doi.org/10.1145/1167515.1167504	Efficient software model checking of data structure properties	ACM SIGPLAN Notices	article	This paper presents novel language and analysis techniques that significantly speed up software model checking of data structure properties. Consider checking a red-black tree implementation. Traditional software model checkers systematically generate all red-black tree states (within some given bounds) and check every red-black tree operation (such as insert, delete, or lookup) on every red-black tree state. Our key idea is as follows. As our checker checks a red-black tree operation o on a red-black tree state s , it uses program analysis techniques to identify other red-black tree states s' 1 , s' 2 , ..., s' k on which the operation o behaves similarly. Our analyses guarantee that if o executes correctly on s , then o will execute correctly on every s' i . Our checker therefore does not need to check o on any s' i once it checks o on s . It thus safely prunes those state transitions from its search space, while still achieving complete test coverage within the bounded domain. Our preliminary results show orders of magnitude improvement over previous approaches. We believe our techniques can make model checking significantly faster, and thus enable checking of much larger programs and complex program properties than currently possible.
268	W191501051	2012	https://doi.org/10.1007/978-3-642-30473-6_4	Using Coverage Criteria on RepOK to Reduce Bounded-Exhaustive Test Suites	Lecture notes in computer science	conference-paper	
