date	round_id	phase	source	exact_query_or_seed	direction	hits	screened	included_keys	excluded_keys	notes
2026-08-04	closure-replacement-37	database-search	Crossref REST API	internal selection event inverse input image	query	2418827	100	-	-	C37-09; all 100 records title-screened; inverse imaging, event selection, and control homonyms yield no internal program-selection observer or input image; one blank-title grant is nontechnical; snapshot screening/crossref-closure-37-09.tsv
2026-08-04	closure-replacement-37	database-search	Crossref REST API	requested site sparse observation exact guard	query	702140	100	-	-	C37-10; all 100 records title-screened; sensing, imaging, clinical-site, and statistical records yield no exact sparse program observer or guard; snapshot screening/crossref-closure-37-10.tsv
2026-08-04	closure-replacement-37	database-search	Crossref REST API	caller input equivalence residual dataflow	query	299137	100	rabinovich1996schematological,rabinovich1997partial	-	C37-11; all 100 records title-screened; dataflow-network schematological equivalence decisively reopens the network-semantics boundary but does not partition caller inputs under a requested site; one grant and four supplemental-dataset versions have blank titles; snapshot screening/crossref-closure-37-11.tsv
2026-08-04	closure-replacement-37	database-search	Crossref REST API	selection observation fiber symbolic enumeration	query	1161451	100	kebbal2006flow	-	C37-12; all 100 records title-screened; ordinary symbolic path enumeration is the only programming-language neighbor, while the remainder is logic, imaging, biology, fiber, and statistical homonym noise; snapshot screening/crossref-closure-37-12.tsv
2026-08-04	closure-primary-screen-37	audit	Complete primary title screen	closure-primary-screen-round-37	audit	1200	1200	garriou2002synchronous,rabinovich1996schematological,rabinovich1997partial,cheung2021transparent,benveniste2000compositional,andalam2011wcrt,ranjha2023schedulepor,cimatti2011systemcpor,kebbal2006flow	baudart2017timers,valmari2016fairtesting,niebert2006snapshots,ranjha2022schedulepor	Primary screener parsed and title-screened all 1200 occurrences, verified twelve 100-record snapshots with unique ranks and identifiers, counted 1166 unique identifiers and 1091 unique nonblank normalized titles under the recorded normalization, resolved six blank grant or dataset occurrences, reopened the map, and retired frozen round 38 unexecuted
2026-08-04	closure-independent-audit-37a	audit	Independent complete title audit	closure-independent-audit-round-37-a	audit	1200	1200	garriou2002synchronous,rabinovich1996schematological,rabinovich1997partial,andalam2011wcrt,ranjha2023schedulepor,cimatti2011systemcpor,kebbal2006flow,boucheneb2015timepn,sloan1997realtimepn	valmari2016fairtesting,niebert2006snapshots,ranjha2022schedulepor	Reviewer independently parsed and screened every occurrence, counted 1166 unique identifiers and 1093 unique nonblank normalized titles, resolved six blank grant or dataset occurrences, required reopen for the dataflow-equivalence and synchronous-program boundaries, and found no direct requested-observer fiber result
2026-08-04	closure-independent-audit-37b	audit	Second independent adversarial complete title audit	closure-independent-audit-round-37-b	audit	1200	1200	garriou2002synchronous,rabinovich1996schematological,rabinovich1997partial,cheung2021transparent,benveniste2000compositional,andalam2011wcrt,ranjha2023schedulepor,cimatti2011systemcpor,boucheneb2015timepn,sloan1997realtimepn,evangelista2026sweepltl	valmari2016fairtesting,niebert2006snapshots,ranjha2022schedulepor	Second reviewer independently screened all 1200 occurrences, counted 1166 unique identifiers and 1093 unique nonblank normalized titles, resolved six blank grant or dataset occurrences, required reopen across synchronous dataflow, dataflow equivalence, property POR, path pruning, and modular abstraction boundaries, and found no direct target construction
2026-08-04	closure-replacement-39	database-search	Crossref REST API	schematological equivalence dataflow networks partially interpreted	query	1450373	100	rabinovich1996schematological,rabinovich1997partial,stark1995algebra,stark1991fibrations,russell1989fullabstraction,stark1992calculus,stark1989relational,kavi1991dataflowevents,panangaden1990stability	-	C39-01; all 100 records title-screened; foundational algebraic, categorical, full-abstraction, calculus, relational, event, and stability treatments decisively reopen the dataflow-network semantics boundary; one repeated EU grant has no title; snapshot screening/crossref-closure-39-01.tsv
2026-08-04	closure-replacement-39	database-search	Crossref REST API	symbolic simulation synchronous programs	query	1391104	100	garriou2002synchronous,baudart2019timers,logothetis2003wcet,bauer2010hybrid,matsumoto2006localequiv	logothetis2003wcet_alias	C39-02; all 100 records title-screened; exact symbolic-state-space WCET, hybrid representation, and dependence-graph local simulation strengthen the synchronous symbolic boundary; duplicate WCET DOI reconciled once; snapshot screening/crossref-closure-39-02.tsv
2026-08-04	closure-replacement-39	database-search	Crossref REST API	transparent synchronous dataflow compositionality	query	157030	100	cheung2021transparent,benveniste2000compositional,maraninchi1998mixedstyles,skelin2018scenario,hamon2006pattern,bourke2020reset,pesin2023statemachines,tripakis2009hierarchical	benveniste1998compositional,skelin2018scenario_alias,brun2020reset_thesis,pesin2023statemachines_thesis	C39-03; all 100 records title-screened; mixed-style and scenario-aware compositionality plus verified synchronous-dataflow semantics retained; preliminary, alias, and thesis versions reconciled to published records; snapshot screening/crossref-closure-39-03.tsv
2026-08-04	closure-replacement-39	database-search	Crossref REST API	synchronous program infeasible path WCRT pruning	query	1026943	100	andalam2011wcrt,kuo2011wcrt,mendler2009wcrt,roop2009tightwcrt,wang2017wcrtalgebra	-	C39-04; all 100 records title-screened; reachability and WCRT-algebra variants strengthen the synchronous timing and infeasible-path boundary without producing caller-input fibers; snapshot screening/crossref-closure-39-04.tsv
2026-08-04	closure-replacement-39	database-search	Crossref REST API	timed dataflow refinement reordering symbolic	query	136877	100	bouakaz2014refinement,hausmans2016timedrefinement,bennour2021timedsdf	-	C39-05; all 100 records title-screened; timed dataflow verification and scheduling analyses remain state, timing, or throughput objectives rather than sparse observer partitions; snapshot screening/crossref-closure-39-05.tsv
2026-08-04	closure-replacement-39	database-search	Crossref REST API	stubborn time real time Petri nets frozen actions	query	2404866	100	boucheneb2015timepn,sloan1997realtimepn,valmari2017frozen,valmari2021frozenfair,evangelista2023experimentstubborn,kristensen1998coloredstubborn	-	C39-06; all 100 records title-screened; experimental and colored-net stubborn-set variants retained inside the existing schedule-reduction cluster; snapshot screening/crossref-closure-39-06.tsv
2026-08-04	closure-replacement-39	database-search	Crossref REST API	sweep line LTL partial order preservation	query	1399090	100	evangelista2026sweepltl,evangelista2012hybridsweep	-	C39-07; all 100 records title-screened; hybrid on-the-fly LTL sweep-line checking is retained as a companion state-space method; snapshot screening/crossref-closure-39-07.tsv
2026-08-04	closure-replacement-39	database-search	Crossref REST API	modular multiple execution abstraction refinement	query	1021359	100	zheng2009syncabstraction,henzinger2003threadmodular,liang2011pruning,chen2007gste	liang2012pruning_alias	C39-08; all 100 records title-screened; modular, pruning, and symbolic-trajectory abstraction-refinement variants remain state-level reductions; duplicate journal alias reconciled once; snapshot screening/crossref-closure-39-08.tsv
2026-08-04	closure-replacement-39	database-search	Crossref REST API	caller input selection observation inverse fiber	query	1318969	100	-	-	C39-09; all 100 records title-screened; inverse problems, optical fibers, statistical selection, and other homonyms yield no caller-input observer fiber; snapshot screening/crossref-closure-39-09.tsv
2026-08-04	closure-replacement-39	database-search	Crossref REST API	requested internal site sparse guard residual	query	1144306	100	-	-	C39-10; all 100 records title-screened; clinical, network, sensing, and machine-learning homonyms yield no requested internal program-site guard or residual; snapshot screening/crossref-closure-39-10.tsv
2026-08-04	closure-replacement-39	database-search	Crossref REST API	exact observation image program inputs	query	1932306	100	-	liu2019observationsequences	C39-11; all 100 records title-screened; the sole program-analysis ambiguity tracks behavior across a resource bound and is excluded after chase; remaining records are input, imaging, and statistical homonyms; three HFSP grants have blank titles; snapshot screening/crossref-closure-39-11.tsv
2026-08-04	closure-replacement-39	database-search	Crossref REST API	dataflow observer fiber enumeration	query	505007	100	pesin2023statemachines	pesin2023statemachines_thesis	C39-12; all 100 records title-screened; general dataflow semantics and systems plus biological or mathematical enumeration homonyms yield no observer-fiber construction; the repeated EU grant is blank; snapshot screening/crossref-closure-39-12.tsv
2026-08-04	closure-primary-screen-39	audit	Complete primary title screen	closure-primary-screen-round-39	audit	1200	1200	stark1995algebra,stark1991fibrations,russell1989fullabstraction,stark1992calculus,stark1989relational,panangaden1990stability,logothetis2003wcet,maraninchi1998mixedstyles,skelin2018scenario,bourke2020reset,pesin2023statemachines,kuo2011wcrt	logothetis2003wcet_alias,benveniste1998compositional,skelin2018scenario_alias,brun2020reset_thesis,pesin2023statemachines_thesis,liu2019observationsequences,liang2012pruning_alias	Primary screener parsed and title-screened all 1200 occurrences, verified twelve 100-record snapshots with unique ranks and identifiers, counted 1179 unique identifiers and 1088 unique nonblank normalized titles under NFKC casefold HTML-unescape whitespace and terminal-period normalization, resolved five blank grant occurrences, reopened the map, and retired frozen round 40 unexecuted
2026-08-04	closure-independent-audit-39a	audit	Independent complete title audit	closure-independent-audit-round-39-a	audit	1200	1200	stark1995algebra,stark1991fibrations,russell1989fullabstraction,stark1992calculus,stark1989relational,kavi1991dataflowevents,panangaden1990stability,logothetis2003wcet,bauer2010hybrid,matsumoto2006localequiv,maraninchi1998mixedstyles,skelin2018scenario,bourke2020reset,pesin2023statemachines,kuo2011wcrt	logothetis2003wcet_alias,benveniste1998compositional,skelin2018scenario_alias,brun2020reset_thesis,pesin2023statemachines_thesis,liu2019observationsequences	Reviewer independently parsed and screened every occurrence, counted 1179 unique identifiers and 1088 unique nonblank normalized titles, resolved five blank grant occurrences, required reopen for foundational dataflow semantics and synchronous symbolic boundaries, and found no direct requested-observer fiber result
2026-08-04	closure-independent-audit-39b	audit	Second independent adversarial complete title audit	closure-independent-audit-round-39-b	audit	1200	1200	stark1995algebra,stark1991fibrations,russell1989fullabstraction,stark1992calculus,stark1989relational,kavi1991dataflowevents,panangaden1990stability,logothetis2003wcet,bauer2010hybrid,matsumoto2006localequiv,maraninchi1998mixedstyles,skelin2018scenario,bourke2020reset,pesin2023statemachines,kuo2011wcrt,mendler2009wcrt,wang2017wcrtalgebra	logothetis2003wcet_alias,benveniste1998compositional,skelin2018scenario_alias,brun2020reset_thesis,pesin2023statemachines_thesis,liu2019observationsequences,liang2012pruning_alias	Second reviewer independently screened all 1200 occurrences, counted 1179 unique identifiers and 1091 unique nonblank normalized titles, resolved five blank grant occurrences, required reopen across dataflow semantics, synchronous symbolic timing, composition, POR, and abstraction-refinement boundaries, and found no direct target construction
2026-08-04	closure-replacement-41	database-search	Crossref REST API	algebra calculus full abstraction dataflow networks	query	1792210	100	gold1995petridataflow,stark1990kahn,benson1990fairmerge,panangaden1992expressive,wadge1981deadlock,lee1995processnetworks	gold1995petridataflow_alias,wadge1979deadlock_chapter	C41-01; all 100 records title-screened; fixed-point Petri-net composition, indeterminate fair merge, expressive power, and extensional deadlock semantics deepen the foundational dataflow cluster; duplicate article and conference versions reconciled; snapshot screening/crossref-closure-41-01.tsv
2026-08-04	closure-replacement-41	database-search	Crossref REST API	compositional relational indeterminate dataflow semantics	query	159921	100	hildebrandt2004relational,stark1990kahn,benson1990fairmerge,jonsson1991hierarchy,kemper2010realtime	hildebrandt1997relational	C41-02; all 100 records title-screened; profunctor relational semantics, bisimulation, indeterminate fixed points, and compositional model hierarchies decisively reopen the semantics boundary; one blank grant is nontechnical; report predecessor reconciled to journal article; snapshot screening/crossref-closure-41-02.tsv
2026-08-04	closure-replacement-41	database-search	Crossref REST API	dataflow networks fibrations stability sequentiality	query	1978258	100	bucciarelli1991sequentiality,colson1994sequentiality,lee2009firing	-	C41-03; all 100 records title-screened; sequentiality and firing-semantics variants reinforce the existing foundational network-semantics cluster; one repeated blank grant is nontechnical; snapshot screening/crossref-closure-41-03.tsv
2026-08-04	closure-replacement-41	database-search	Crossref REST API	synchronous program symbolic state space WCET	query	3905155	100	grebant2024parametric,wilhelm2009wcet,benhamamouch2008wcet,ji2006wcet,chu2011wcet,ballabriga2017wcet,knoop2012loopbound	grebant2023thesis	C41-04; all 100 records title-screened; procedure-argument-dependent WCET formulas and input-dependent branch conditions form a close conditional-summary boundary; 34 untitled WCET Journal issue or volume records are unrelated wound-care metadata; dissertation superseded by journal article; snapshot screening/crossref-closure-41-04.tsv
2026-08-04	closure-replacement-41	database-search	Crossref REST API	synchronous dataflow compositional pattern matching	query	659394	100	dewailly1996functional,plaice1992lustre,colaco2023constructive,jensen1995clock,elahi2023maxplus,ara2018cyclostatic,edwards2017circuits	-	C41-05; all 100 records title-screened; language semantics, constructive state semantics, clock analysis, and compositional dataflow variants strengthen the synchronous boundary without supplying input fibers; snapshot screening/crossref-closure-41-05.tsv
2026-08-04	closure-replacement-41	database-search	Crossref REST API	dependence graph local symbolic simulation equivalence	query	2191715	100	todman2012streaming,matsumoto2009highlevel,ribasxirgo1998reuse,ritter2000sequential,matsumoto2005textual,ouni2017sog	ouni2019sog	C41-06; all 100 records title-screened; symbolic-simulation equivalence variants and the retrieved later symbolic-observation-graph paper were chased; the fuller 2017 construction is retained and decisively reopens the observer boundary; snapshot screening/crossref-closure-41-06.tsv
2026-08-04	closure-replacement-41	database-search	Crossref REST API	verified synchronous dataflow semantics state machines reset	query	2450006	100	colaco2023constructive	bourke2020reset_artifact	C41-07; all 100 records title-screened; constructive state-machine semantics extends the existing verified synchronous-dataflow boundary; artifact-only duplicate excluded; snapshot screening/crossref-closure-41-07.tsv
2026-08-04	closure-replacement-41	database-search	Crossref REST API	dataflow partially ordered events observer	query	491164	100	ouni2017sog	ouni2019sog	C41-08; all 100 records title-screened; event and observation variants were screened and chased to the symbolic-observation-graph state aggregation boundary; snapshot screening/crossref-closure-41-08.tsv
2026-08-04	closure-replacement-41	database-search	Crossref REST API	exact internal selection observer caller inputs	query	1161294	100	-	-	C41-09; all 100 records title-screened; observer, caller, selection, and input homonyms yield no exact internal program-selection observer or caller-input fiber; snapshot screening/crossref-closure-41-09.tsv
2026-08-04	closure-replacement-41	database-search	Crossref REST API	sparse selection observation inverse image guards	query	1786664	100	-	-	C41-10; all 100 records title-screened; imaging, sensing, statistics, and sparse-selection homonyms yield no requested program observer; one blank grant is nontechnical; snapshot screening/crossref-closure-41-10.tsv
2026-08-04	closure-replacement-41	database-search	Crossref REST API	requested site residual input fiber	query	1059928	100	-	-	C41-11; all 100 records title-screened; site, residual, clinical, material, and fiber homonyms yield no sparse requested-site program residual or input fiber; one blank dataset is nontechnical; snapshot screening/crossref-closure-41-11.tsv
2026-08-04	closure-replacement-41	database-search	Crossref REST API	dataflow selection map exact enumeration	query	730099	100	-	-	C41-12; all 100 records title-screened; dataflow, enumeration, and map-selection neighbors yield no exact internal-observation image and inverse-fiber construction; one repeated blank grant is nontechnical; snapshot screening/crossref-closure-41-12.tsv
2026-08-04	closure-primary-screen-41	audit	Complete primary title screen	closure-primary-screen-round-41	audit	1200	1200	gold1995petridataflow,hildebrandt2004relational,stark1990kahn,benson1990fairmerge,panangaden1992expressive,wadge1981deadlock,lee1995processnetworks,colaco2023constructive,grebant2024parametric,ouni2017sog	gold1995petridataflow_alias,hildebrandt1997relational,wadge1979deadlock_chapter,grebant2023thesis,ouni2019sog	Primary screener parsed and title-screened all 1200 occurrences, verified twelve 100-record snapshots, counted 1160 unique identifiers and 1017 unique nonblank normalized titles, resolved 39 blank-title occurrences representing 38 identifiers, conservatively reopened the map, and retired frozen round 42 unexecuted
2026-08-04	closure-independent-audit-41a	audit	Independent complete title audit	closure-independent-audit-round-41-a	audit	1200	1200	gold1995petridataflow,hildebrandt2004relational,panangaden1992expressive,wadge1981deadlock,grebant2024parametric,ouni2017sog,colaco2023constructive	gold1995petridataflow_alias,hildebrandt1997relational,wadge1979deadlock_chapter,grebant2023thesis,ouni2019sog	Reviewer independently screened all 1200 occurrences, counted 1160 unique identifiers and 1017 unique nonblank normalized titles, resolved all blank-title records, required reopen for foundational dataflow semantics, symbolic observation graphs, and parametric WCET, and found no direct caller-input-fiber construction
2026-08-04	closure-independent-audit-41b	audit	Second independent adversarial complete title audit	closure-independent-audit-round-41-b	audit	1200	1200	gold1995petridataflow,hildebrandt2004relational,panangaden1992expressive,wadge1981deadlock,grebant2024parametric,ouni2017sog,colaco2023constructive	gold1995petridataflow_alias,hildebrandt1997relational,wadge1979deadlock_chapter,grebant2023thesis,ouni2019sog	Second reviewer independently screened every occurrence, counted 1160 unique identifiers and 1018 unique nonblank normalized titles under its normalization, resolved all blank-title records, required reopen for the same semantic, observation, and WCET boundaries, and found no title claiming the target image-and-inverse-fiber contract
2026-08-04	closure-replacement-43	database-search	Crossref REST API	compositional fixed point Kahn indeterminate dataflow	query	601610	100	gold1995petridataflow,stark1989relational,benson1990fairmerge,panangaden1992expressive	gold1995petridataflow_alias	C43-01; all 100 records title-screened; retrieval primarily repeats the reconciled fixed-point, compositional, and indeterminate-dataflow lineage; snapshot screening/crossref-closure-43-01.tsv
2026-08-04	closure-replacement-43	database-search	Crossref REST API	relational nondeterministic dataflow profunctor bisimulation	query	70267	100	agrigoroaiei2008causal,kok1989metric,broy1994refinement,stark1998fibrational,hildebrandt2004relational,saundersevans2007dataflow	hildebrandt1998relational,hildebrandt1997relational	C43-02; all 100 records title-screened; causal noninterleaving, metric full-abstraction, relational refinement, and operational fibrational semantics reopen the foundational comparison; report and conference predecessors reconciled to the journal version where applicable; two blank grants are nontechnical; snapshot screening/crossref-closure-43-02.tsv
2026-08-04	closure-replacement-43	database-search	Crossref REST API	Petri net compositional dataflow input output semantics	query	493262	100	gold1995petridataflow,ge2021rtmobs	gold1995petridataflow_alias,gold1992petridataflow	C43-03; all 100 records title-screened; the explicit compositional time-Petri-net observer semantics changes the observer boundary, while other Petri-net composition records remain within represented semantic lineages; snapshot screening/crossref-closure-43-03.tsv
2026-08-04	closure-replacement-43	database-search	Crossref REST API	symbolic WCET input dependent branches parametric	query	888844	100	grebant2024parametric,ji2006wcet,bygde2011parametric,wilhelm2011inputconstraints,ballabriga2017wcet	grebant2023thesis,bygde2009parametric,logothetis2003wcet_alias	C43-04; all 100 records title-screened; earlier parametric-WCET and input-constraint variants are supporting predecessors to the retained procedure-argument formula boundary; 34 untitled WCET Journal issue or volume records are unrelated wound-care metadata; snapshot screening/crossref-closure-43-04.tsv
2026-08-04	closure-replacement-43	database-search	Crossref REST API	symbolic observation graph observed unobserved actions LTL	query	667398	100	ouni2017sog	ouni2019sog	C43-05; all 100 records title-screened; MC-SOG, modular, reuse, parallel, diagnosis, opacity, and verification variants remain within the represented observed/unobserved state-quotient lineage; snapshot screening/crossref-closure-43-05.tsv
2026-08-04	closure-replacement-43	database-search	Crossref REST API	constructive synchronous dataflow semantics interpreter	query	167572	100	gay2003intensional,stark1998fibrational,colaco2023constructive,plaice1992lustre,lee2009firing	gold1992petridataflow,hildebrandt1997relational	C43-06; all 100 records title-screened; explicit intensional versus extensional token-production semantics materially sharpens the observer distinction; Coq Kahn and constructive scheduling variants reinforce existing mechanized and synchronous boundaries; snapshot screening/crossref-closure-43-06.tsv
2026-08-04	closure-replacement-43	database-search	Crossref REST API	dataflow process networks firing deadlock semantics	query	2690392	100	law2025dataflowcircuits,gay2003intensional,stark1998fibrational,zhou2006causality,lee1995processnetworks,lee2009firing,stark1990kahn	gold1992petridataflow,gold1995petridataflow_alias	C43-07; all 100 records title-screened; the Coq-mechanized operational circuit semantics with determinacy and graph-calculus equivalence decisively reopens the program-model and guarantee boundaries; causal interfaces and process-network variants add supporting comparisons; snapshot screening/crossref-closure-43-07.tsv
2026-08-04	closure-replacement-43	database-search	Crossref REST API	fair merge expressive power dataflow networks	query	3219433	100	bakker1984fairmerge,moschovakis1991fairmerge,benson1990fairmerge,panangaden1992expressive	-	C43-08; all 100 records title-screened; compactness and interaction models extend the already represented fair-merge lineage without approaching requested caller-input fibers; snapshot screening/crossref-closure-43-08.tsv
2026-08-04	closure-replacement-43	database-search	Crossref REST API	exact requested internal observer input partition	query	829883	100	-	-	C43-09; all 100 records title-screened; control observers, exact neural regions, inverse problems, and partition homonyms yield no requested internal program observer and caller-input fiber; snapshot screening/crossref-closure-43-09.tsv
2026-08-04	closure-replacement-43	database-search	Crossref REST API	caller inputs selection event inverse fibers	query	959818	100	-	-	C43-10; all 100 records title-screened; caller identification, variant callers, input stability, event selection, and fiber homonyms yield no program-selection inverse fibers; three blank supplemental datasets are nontechnical; snapshot screening/crossref-closure-43-10.tsv
2026-08-04	closure-replacement-43	database-search	Crossref REST API	sparse requested site guard symbolic residual	query	669416	100	svensson2011guardgeneration	-	C43-11; all 100 records title-screened; symbolic supervisory guard generation partitions a state-space computation rather than caller inputs by semantic observation; remaining sparse, residual, and site records are homonyms; snapshot screening/crossref-closure-43-11.tsv
2026-08-04	closure-replacement-43	database-search	Crossref REST API	dataflow internal observation exact enumeration	query	819397	100	-	-	C43-12; all 100 records title-screened; generic exact enumeration and existing neural-region or dataflow-throughput neighbors yield no internal-observation image and inverse-fiber construction; one repeated blank grant is nontechnical; snapshot screening/crossref-closure-43-12.tsv
2026-08-04	closure-primary-screen-43	audit	Complete primary title screen	closure-primary-screen-round-43	audit	1200	1200	law2025dataflowcircuits,ge2021rtmobs,gay2003intensional,agrigoroaiei2008causal,kok1989metric,broy1994refinement,stark1998fibrational,zhou2006causality	gold1992petridataflow,hildebrandt1998relational,bygde2009parametric	Primary screener parsed and title-screened all 1200 occurrences, verified twelve 100-record snapshots, counted 1133 unique identifiers and 1034 unique nonblank normalized titles, resolved 40 blank-title occurrences representing 39 identifiers, required reopen for mechanized circuit semantics, compositional observer semantics, and intensional versus extensional dataflow semantics, and retired frozen round 44 unexecuted
2026-08-04	closure-independent-audit-43a	audit	Independent adversarial complete title audit	closure-independent-audit-round-43-a	audit	1200	1200	law2025dataflowcircuits,gay2003intensional,stark1998fibrational,agrigoroaiei2008causal,zhou2006causality,broy1994refinement	gold1992petridataflow,hildebrandt1998relational,bygde2009parametric	Reviewer independently screened every occurrence, counted 1133 unique identifiers and 1036 unique nonblank normalized titles, resolved all blank records, required reopen for the machine-checked operational circuit model and several semantic-object or guarantee changes, and found no direct caller-input-fiber construction
2026-08-04	closure-independent-audit-43b	audit	Second independent complete title audit	closure-independent-audit-round-43-b	audit	1200	1200	-	-	Second reviewer independently screened all 1200 occurrences, counted 1133 unique identifiers and 1031 unique nonblank titles under aggressive alphanumeric normalization, resolved all 40 blank occurrences, classified all works as variants within represented lineages and returned no-add, and found no direct target; conservative adjudication accepts the two reopen verdicts because the frozen trigger treats a changed program model or guarantee as sufficient
2026-08-04	closure-replacement-45	database-search	Crossref REST API	mechanized operational dataflow circuits determinacy channel histories	query	940490	100	law2025dataflowcircuits,law2026hardware,josephs2003determinacy,wen2025slackelastic	-	C45-01; all 100 records title-screened; the 2026 dissertation extends the cataloged operational dataflow semantics to a lower hardware level and refinement boundary, while asynchronous determinacy and slack-elastic translation are supporting neighbors; snapshot screening/crossref-closure-45-01.tsv
2026-08-04	closure-replacement-45	database-search	Crossref REST API	intensional extensional dataflow token production observer	query	1371649	100	gay2003intensional,wadge1981deadlock	-	C45-02; all 100 records title-screened; retained intensional/extensional and deadlock-freedom semantics recur without a closer caller-input observer; one blank grant is nontechnical; snapshot screening/crossref-closure-45-02.tsv
2026-08-04	closure-replacement-45	database-search	Crossref REST API	compositional observer semantics Petri net property pattern	query	974267	100	ge2021rtmobs,chariyathitipong2022tpnslicing	gold1995petridataflow_alias	C45-03; all 100 records title-screened; initial-marking and MTL-property-directed Time Petri Net slicing adds a distinct preservation boundary, while the Petri-dataflow record is an alias; snapshot screening/crossref-closure-45-03.tsv
2026-08-04	closure-replacement-45	database-search	Crossref REST API	causal noninterleaving dataflow internal computation equivalence	query	962075	100	agrigoroaiei2008causal,stark1998fibrational,rabinovich1996schematological,rabinovich1997partial	-	C45-04; all 100 records title-screened; causal, fibrational, and schematological semantics remain within reconciled whole-network semantic clusters; snapshot screening/crossref-closure-45-04.tsv
2026-08-04	closure-replacement-45	database-search	Crossref REST API	dataflow causality interface deadlock enabled dependencies	query	547673	100	zhou2006causality,brunet2013guardtraces,brunet2015dynamicdataflow,casalebrunet2013designspace,agrigoroaiei2008causal	-	C45-05; all 100 records title-screened; concrete action-firing traces with explicit guard-enable and guard-disable dependencies decisively extend the dataflow-analysis boundary; one blank grant is nontechnical; snapshot screening/crossref-closure-45-05.tsv
2026-08-04	closure-replacement-45	database-search	Crossref REST API	relational specification refinement timed dataflow networks	query	1555775	100	broy1994refinement,hausmans2016timedrefinement	-	C45-06; all 100 records title-screened; relational and timed refinement remain whole-network or timing objectives; one blank grant is nontechnical; snapshot screening/crossref-closure-45-06.tsv
2026-08-04	closure-replacement-45	database-search	Crossref REST API	exact selection observation caller input fiber residual	query	1401458	100	-	-	C45-07; all 100 records title-screened; selection, residual, optical-fiber, statistical, and clinical homonyms yield no requested program observer or caller-input fiber; snapshot screening/crossref-closure-45-07.tsv
2026-08-04	closure-replacement-45	database-search	Crossref REST API	requested site outcome partial map inverse image	query	2236578	100	-	-	C45-08; all 100 records title-screened; inverse imaging, site-selection, and partial-map homonyms yield no requested internal program observation; three blank grants are nontechnical; snapshot screening/crossref-closure-45-08.tsv
2026-08-04	closure-replacement-45	database-search	Crossref REST API	contextual dataflow internal event input partition	query	974767	100	saundersevans2007dataflow	-	C45-09; all 100 records title-screened; contextual dataflow history semantics is already represented and no record partitions caller inputs by an internal event; one repeated blank grant is nontechnical; snapshot screening/crossref-closure-45-09.tsv
2026-08-04	closure-replacement-45	database-search	Crossref REST API	symbolic residual observation guard enumeration	query	424728	100	kebbal2006flow,svensson2011guardgeneration	-	C45-10; all 100 records title-screened; generic symbolic path enumeration and supervisory guard generation do not supply the target sparse observation fibers; snapshot screening/crossref-closure-45-10.tsv
2026-08-04	closure-replacement-45	database-search	Crossref REST API	demand selected dataflow observer exact image	query	1763199	100	avron1994stability	-	C45-11; all 100 records title-screened; established demand and stability semantics recur without a requested-site inverse-image enumerator; one repeated blank grant is nontechnical; snapshot screening/crossref-closure-45-11.tsv
2026-08-04	closure-replacement-45	database-search	Crossref REST API	dataflow circuit selection observer caller inputs	query	738156	100	xu2023dynamism,xu2023invariants	-	C45-12; all 100 records title-screened; dataflow-circuit model checking and HLS-guided inductive invariants prove selected handshake behaviors absent and justify simplification, but do not enumerate caller-input fibers; one repeated blank grant is nontechnical; snapshot screening/crossref-closure-45-12.tsv
2026-08-04	closure-primary-screen-45	audit	Complete primary title screen	closure-primary-screen-round-45	audit	1200	1200	law2026hardware,brunet2013guardtraces,brunet2015dynamicdataflow,chariyathitipong2022tpnslicing,xu2023dynamism,xu2023invariants,josephs2003determinacy,wen2025slackelastic	-	Primary screener parsed and title-screened all 1200 occurrences, verified twelve 100-record snapshots with exact ranks and unique nonblank identifiers, counted 1171 unique identifiers and 1048 unique nonblank normalized titles, resolved eight blank grant occurrences representing five identifiers, required reopen for the mechanized hardware-refinement, guard-trace, property-slicing, and verified-circuit-simplification boundaries, and retired frozen round 46 unexecuted
2026-08-04	closure-independent-audit-45a	audit	Independent complete title audit	closure-independent-audit-round-45-a	audit	1200	1200	brunet2013guardtraces,brunet2015dynamicdataflow,chariyathitipong2022tpnslicing	-	Reviewer independently parsed and screened every occurrence, counted 1171 unique identifiers and 1046 unique nonblank titles under protocol normalization, resolved all eight blank grant occurrences, required reopen for guard-sensitive dataflow traces and MTL-directed Time Petri Net slicing, and found no direct requested-observer fiber result
2026-08-04	closure-independent-audit-45b	audit	Second independent adversarial complete title audit	closure-independent-audit-round-45-b	audit	1200	1200	law2026hardware,brunet2013guardtraces,brunet2015dynamicdataflow,chariyathitipong2022tpnslicing,xu2023dynamism,xu2023invariants,josephs2003determinacy,wen2025slackelastic	-	Second reviewer independently parsed and screened every occurrence, counted 1171 unique identifiers and 1046 unique nonblank titles under aggressive normalization, resolved all eight blank grant occurrences, required reopen across hardware refinement, guard traces, property slicing, and circuit verification, and found no complete requested-site observation image with exact caller-input inverse fibers and typed residuals
2026-08-04	closure-replacement-47	database-search	Crossref REST API	guard enable disable dynamic dataflow execution trace	query	1078655	100	brunet2013guardtraces,brunet2015dynamicdataflow,casalebrunet2018etg,casalebrunet2017interfaces,casalebrunet2013designspace,liang2026dataflowpruning	-	C47-01; all 100 records title-screened; the 2018 journal ETG formalism materially strengthens the earlier concrete guard-trace lineage with a complete all-admissible-trajectories claim; two blank issue records are nontechnical; snapshot screening/crossref-closure-47-01.tsv
