key	status	code	year	title	stage	contribution	evidence	setting	priority
doi:10.1038/s41598-026-65398-4	excluded	E1-primary-research-automation							medium
doi:10.1038/s41598-026-65690-3	excluded	E1-primary-research-automation							medium
doi:10.1038/s41746-023-00879-8	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-025-01565-7	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-025-01611-4	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-025-02302-w	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-026-02382-2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-026-02909-7	excluded	E3-opinion-without-guidance							medium
doi:10.1038/s41746-026-03061-y	excluded	E1-primary-research-automation							medium
doi:10.1038/s41746-026-03093-4	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s41746-026-03110-6	excluded	E1-primary-research-automation							medium
doi:10.1038/s41746-026-03133-z	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s43856-026-01839-5	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s44184-024-00056-z	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s44277-025-00049-6	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1038/s44387-025-00011-z	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1049/ic.2011.0004	excluded	E4-before-window							medium
doi:10.1049/rpg2.70327	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1061/jccee5.cpeng-7723	excluded	E1-primary-research-automation							medium
doi:10.1080/00207543.2026.2641103	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1080/0142159x.2024.2314198	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1080/0194262x.2026.2674695	included		2026	‘To Boldly Go…’ Guidance for Engineering Librarians Navigating the Landscape of Knowledge Synthesis	meta	guideline	none	general	medium
doi:10.1080/13600869.2025.2497630	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1080/13803611.2026.2698571	included		2026	Artificial intelligence in systematic reviews and meta-analyses: capabilities and methodological and ethical considerations	meta	position	none	general	medium
doi:10.1080/15228959.2023.2224125	included		2023	Elicit: AI literature review research assistant	search	system	none	general	medium
doi:10.1080/17517575.2021.1986862	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1080/23311983.2026.2703451	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1080/24725579.2026.2619123	included		2026	A large language model framework for knowledge graph construction of randomized controlled trials for evidence synthesis and querying	extract	method	human-agree	med	medium
doi:10.1080/24750158.2022.2087954	included		2022	The Development of a Living Knowledge System and Implications for Future Systematic Searching	screen	system	none	general	medium
doi:10.1088/3050-2454/ae524c	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/bib/bbad453	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/biomethods/bpag006	deep-read		2026	Large language model-based multiagent collaboration for abstract screening toward automated systematic reviews	screen	method	human-agree	med	critical
doi:10.1093/cid/ciad407	excluded	E3-opinion-without-guidance							medium
doi:10.1093/jamia/ocae035	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/jamia/ocag045	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/jamia/ocv044	excluded	E4-before-window							medium
doi:10.1093/jamiaopen/ooae139	included		2024	The FAIR database: facilitating access to public health research literature	extract	system	human-agree	med	medium
doi:10.1093/postmj/qgae122	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1093/toxsci/kfad134	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1097/ajn.0000000000000288	included		2026	Using Artificial Intelligence to Enhance Evidence Search and Synthesis	meta	position	none	med	medium
doi:10.1101/2021.07.09.450648	excluded	E1-primary-research-automation							medium
doi:10.1101/2021.09.07.21263207	included		2021	<i>metaCOVID:</i> An R-Shiny application for living meta-analyses of COVID-19 trials	synthesize	system	none	med	medium
doi:10.1101/2021.09.30.462652	included		2021	Are Machines-learning Methods More Efficient than Humans in Triaging Literature for Systematic Reviews?	screen	evaluation	human-agree	med	medium
doi:10.1101/2022.06.13.22276242	included		2022	Managing the evidence infodemic: Automation approaches used for developing NICE COVID-19 living guidelines	screen	method	none	med	medium
doi:10.1101/2023.01.18.524571	included		2023	Ensemble of deep learning language models to support the creation of living systematic reviews for the COVID-19 literature	screen	method	human-agree	med	medium
doi:10.1101/2023.02.20.23286179	included		2023	LiteRev, an Automation Tool to Support Literature Reviews: A Case Study on Acute and Early HIV Infection in Sub-Saharan Africa	search	system	human-agree	med	medium
doi:10.1101/2023.07.11.548354	excluded	E6-duplicate-or-superseded							medium
doi:10.1101/2024.12.02.24318184	included		2024	Next Generation Evidence: High-Precision Information Retrieval for Rapid Clinical Guideline Updates	search	system	human-agree	med	medium
doi:10.1101/2025.11.07.25339719	deep-read		2025	Best Practice Methods for Living Evidence Synthesis in Health Care: An International Modified Delphi Survey	meta	guideline	none	med	high
doi:10.1108/ecam-10-2025-1668	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1108/emjb-03-2024-0055	included		2024	AI meets academia: transforming systematic literature reviews	meta	position	none	general	medium
doi:10.1108/et-05-2023-0169	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/aaiml67890.2026.11498114	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2020.2974934	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2021.3089560	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2021.3101039	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2021.3134628	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2022.3182372	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2022.3206366	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/access.2023.3326101	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/apsec.2017.10	excluded	E4-before-window							medium
doi:10.1109/asp-dac66049.2026.11420505	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/bigdata55660.2022.10020376	included		2022	Academic Graph: A Literature Review System	search	system	none	general	medium
doi:10.1109/cisti.2016.7521620	excluded	E4-before-window							medium
doi:10.1109/clei47609.2019.235079	excluded	E4-before-window							medium
doi:10.1109/dsn69566.2026.00018	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/fie63693.2025.11328649	included		2025	Leveraging Llms for Streamlining and Demystifying the Systematic Literature Review Process	end2end	system	none	general	medium
doi:10.1109/icadcs70036.2026.11583464	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/iccams65118.2025.11234492	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/icced64257.2024.10983111	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/iccsm66818.2025.00027	included		2025	Toward the Conduction of Automated Systematic Literature Reviews: The Role of Large Language Models	screen	evaluation	human-agree	general	medium
doi:10.1109/icctech66294.2025.00027	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/icdca69396.2026.11620226	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/icecet61485.2024.10698379	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/icimtech67074.2025.11265175	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/icnte66387.2026.11437404	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/icprs58416.2023.10179038	included		2023	UAV Remote Sensing applications and current trends in crop monitoring and diagnostics: A Systematic Literature Review	screen	method	human-agree	general	medium
doi:10.1109/icsedi66420.2026.11568358	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/iseda65950.2025.11101179	excluded	E1-primary-research-automation							medium
doi:10.1109/issre59848.2023.00026	excluded	E1-primary-research-automation							medium
doi:10.1109/lra.2026.3699266	excluded	E1-primary-research-automation							medium
doi:10.1109/mts.2025.3558666	excluded	E3-opinion-without-guidance							medium
doi:10.1109/raai67517.2025.11423280	excluded	E1-primary-research-automation							medium
doi:10.1109/sami68106.2026.11420449	included		2026	From Automation to Validation: Assessing Human–LLM Agreement in Systematic Reviews of Venture Capital Investment Strategies	screen	evaluation	human-agree	general	medium
doi:10.1109/snams.2018.8554896	excluded	E4-before-window							medium
doi:10.1109/tccn.2025.3612760	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/tits.2026.3678653	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/tnb.2016.2565481	excluded	E4-before-window							medium
doi:10.1109/tpwrd.2026.3673645	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/tse.2017.2704579	excluded	E4-before-window							medium
doi:10.1109/tse.2022.3170122	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1109/wsese66602.2025.00015	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1111/1742-6723.70243	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1111/2041-210x.13268	excluded	E4-before-window							medium
doi:10.1111/bjet.13370	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1111/dar.70068	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1111/desc.12988	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1111/jan.16493/v1/review1	excluded	E5-insufficient-metadata							medium
doi:10.1111/jan.16493/v1/review2	excluded	E5-insufficient-metadata							medium
doi:10.1111/jan.16493/v2/review1	excluded	E5-insufficient-metadata							medium
doi:10.1111/jan.16493/v3/review1	excluded	E5-insufficient-metadata							medium
doi:10.1111/jan.16493/v4/review1	excluded	E5-insufficient-metadata							medium
doi:10.1111/jebm.12658	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1111/jnu.12628	deep-read		2021	Agreement in Risk of Bias Assessment Between RobotReviewer and Human Reviewers: An Evaluation Study on Randomised Controlled Trials in Nursing‐Related Cochrane Reviews	appraise	evaluation	human-agree	med	high
doi:10.1111/jocn.70490	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.11124/jbies-21-00458	included		2022	Managing unmanageable loads of evidence: are living reviews the answer?	meta	position	none	med	medium
doi:10.11124/jbies-25-00236	included		2026	User experience and adoption of automation and AI for evidence synthesis: a scoping review protocol	meta	evaluation	none	med	medium
doi:10.1117/12.3117647	excluded	E1-primary-research-automation							medium
doi:10.1123/jmpb.2025-0070	included		2026	Two Decades of Physical Activity Classification Algorithms: An Artificial Intelligence-Assisted Systematic Review by the LABDA Consortium	extract	system	none	general	medium
doi:10.1126/science.adk8946	excluded	E1-primary-research-automation							medium
doi:10.1136/bmjhci-2023-100914	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1136/fmch-2023-002602	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1142/s0218213024500234	included		2024	The Automation of Science? Possibilities and Boundaries of AI Applications for Conducting Systematic Literature Reviews	meta	evaluation	none	general	medium
doi:10.1142/s2811032323300025	excluded	E3-opinion-without-guidance							medium
doi:10.1145/2837185.2837279	excluded	E4-before-window							medium
doi:10.1145/3011141.3011177	excluded	E4-before-window							medium
doi:10.1145/3084226.3084243	excluded	E4-before-window							medium
doi:10.1145/3194747.3194748	excluded	E4-before-window							medium
doi:10.1145/3308558.3313544	excluded	E4-before-window							medium
doi:10.1145/3457608	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3520480	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3561818	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3640794.3665582	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3641555.3705184	included		2025	Exploring the Impact of Unsupervised Clustering Methods in Systematic Literature Reviews	synthesize	method	none	general	medium
doi:10.1145/3726122.3726228	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3745019	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3786149.3788298	included		2026	On the Use of a Large Language Model to Support the Conduction of a Systematic Mapping Study: A Brief Report from a Practitioner’s View	end2end	guideline	none	se	medium
doi:10.1145/3803437.3806408	included		2026	AISysRev - LLM-based Tool for Title-abstract Screening	screen	system	human-agree	general	medium
doi:10.1145/3803437.3807385	excluded	E1-primary-research-automation							medium
doi:10.1155/2022/6933523	included		2022	Construction of a Meta-Evidence Prototype Database of Traditional Chinese Medicine Splenogastric Diseases and Its Application in an Automatic Meta-Analysis System	synthesize	system	none	med	medium
doi:10.1155/2023/6660983	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1158/1538-7445.am2026-2747	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1159/000515908	included		2021	Utilizing Artificial Intelligence to Manage COVID-19 Scientific Evidence Torrent with Risklick AI: A Critical Tool for Pharmacology and Therapy Development	search	system	benchmark	med	medium
doi:10.11591/eei.v13i2.6077	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1161/svin.125.002261	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1163/1568539x-bja10382	excluded	E1-primary-research-automation							medium
doi:10.1177/01925121261466179	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1177/14697874261467043	excluded	E1-primary-research-automation							medium
doi:10.1177/18911803261462152	included		2026	Don’t Let the Evidence Die: From Rapid to Living Reviews, Experiences From the Global South	meta	guideline	none	general	medium
doi:10.1177/18911803261469813	included		2026	Techniques, Performance, and Feasibility of Natural Language Processing for Abstract Screening in Evidence Synthesis: A Systematic Review	screen	evaluation	human-agree	general	medium
doi:10.1177/20552076261462624	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1177/22104968261465514	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1177/27541231261459663	included		2026	Large language models for evidence-based planning: Evaluating an SLR-RAG framework for knowledge synthesis of urban vacant land	synthesize	method	human-agree	general	medium
doi:10.1186/1471-2105-11-55	excluded	E4-before-window							medium
doi:10.1186/2046-4053-3-74	excluded	E4-before-window							medium
doi:10.1186/2046-4053-4-5	excluded	E4-before-window							medium
doi:10.1186/s12874-025-02631-0	deep-read		2025	Using a large language model (ChatGPT) to assess risk of bias in randomized controlled trials of medical interventions: protocol for a pilot study of interrater agreement with human reviewers	appraise	evaluation	human-agree	med	high
doi:10.1186/s12903-026-09411-2	excluded	E1-primary-research-automation							medium
doi:10.1186/s12903-026-09486-x	excluded	E1-primary-research-automation							medium
doi:10.1186/s12911-024-02459-6	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s12982-026-02577-8	excluded	E1-primary-research-automation							medium
doi:10.1186/s12982-026-02629-z	excluded	E1-primary-research-automation							medium
doi:10.1186/s13012-024-01396-2	included		2024	A living critical interpretive synthesis to yield a framework on the production and dissemination of living evidence syntheses for decision-making	meta	guideline	none	med	medium
doi:10.1186/s13064-026-00302-4	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s13643-015-0031-5	excluded	E4-before-window							medium
doi:10.1186/s13643-015-0066-7	excluded	E4-before-window							medium
doi:10.1186/s13643-015-0147-7	excluded	E4-before-window							medium
doi:10.1186/s13643-016-0384-4	excluded	E4-before-window							medium
doi:10.1186/s13643-018-0724-7	excluded	E4-before-window							medium
doi:10.1186/s13643-018-0740-7	excluded	E4-before-window							medium
doi:10.1186/s13643-019-0942-7	excluded	E4-before-window							medium
doi:10.1186/s13643-019-1062-0	excluded	E4-before-window							medium
doi:10.1186/s13643-019-1074-9	excluded	E4-before-window							medium
doi:10.1186/s13643-021-01665-x	included		2021	LOCATE: a prospective evaluation of the value of Leveraging Ongoing Citation Acquisition Techniques for living Evidence syntheses	search	evaluation	human-agree	med	medium
doi:10.1186/s13643-023-02247-9	deep-read		2023	Ensemble of deep learning language models to support the creation of living systematic reviews for the COVID-19 literature	screen	method	human-agree	med	high
doi:10.1186/s13643-023-02421-z	included		2024	Systematic review using a spiral approach with machine learning	screen	method	benchmark	general	medium
doi:10.1186/s13643-026-03279-7	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s13643-026-03288-6	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s43168-026-00641-0	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1197/jamia.m1929	excluded	E4-before-window							medium
doi:10.1197/jamia.m3162	excluded	E4-before-window							medium
doi:10.1200/cci-25-00215	excluded	E1-primary-research-automation							medium
doi:10.1200/cci.21.00129	included		2022	Machine Learning Approach to Facilitate Knowledge Synthesis at the Intersection of Liver Cancer, Epidemiology, and Health Disparities Research	screen	method	human-agree	med	medium
doi:10.12688/f1000research.165927.1	included		2025	Harmful health effects of e-cigarettes (vapes) and other non-tobacco oral nicotine products, trends in their use, and interventions: living protocol for a living evidence map and linked research digests	screen	method	human-agree	med	medium
doi:10.12688/f1000research.171774.2	included		2026	Tracking the Evolving Role of Artificial Intelligence in Implementation Science: Protocol for a Living Scoping Review of Applications, Evaluation Approaches and Outcomes	meta	evaluation	none	med	medium
doi:10.12688/f1000research.179775.1	included		2026	Artificial intelligence tools for automating assessments of reporting guideline adherence: a protocol for a systematic review	appraise	evaluation	none	med	medium
doi:10.12775/qs.2026.67.74129	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.13107/jocr.2025.v15.i04.5420	excluded	E3-opinion-without-guidance							medium
doi:10.1371/journal.pdig.0001354	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1371/journal.pone.0233757	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1371/journal.pone.0236091	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1371/journal.pone.0304317	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1371/journal.pone.0320151	included		2025	Using artificial intelligence tools to automate data extraction for living evidence syntheses	extract	system	human-agree	med	medium
doi:10.1371/journal.pone.0329349	included		2025	An open-source interactive AI framework for assisting automatic literature review in forensic medicine: Focus on brain injury mechanisms	screen	evaluation	human-agree	med	medium
doi:10.1371/journal.pone.0340277	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.14324/lre.22.1.40	included		2024	Uses of artificial intelligence and machine learning in systematic reviews of education research	meta	guideline	none	general	medium
doi:10.14445/22315381/ijett-v74i5p122	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.14445/22315381/ijett-v74i7p110	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.14445/22315381/ijett-v74i7p117	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.14445/22315381/ijett-v74i7p121	excluded	E1-primary-research-automation							medium
doi:10.14445/22315381/ijett-v74i7p123	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.14445/22315381/ijett-v74i7p127	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.14445/22315381/ijett-v74i7p131	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.14445/22315381/ijett-v74i7p132	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.15388/infedu.2020.14	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1609/aaaiss.v8i1.42561	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.17605/osf.io/79f8u	included		2026	Large Language Models for Screening in Living Evidence Pipelines: An Evaluation Using EPPI Reviewer in the field of Education	screen	evaluation	human-agree	general	medium
doi:10.17605/osf.io/ebqxm	included		2026	Mapping the evidence evaluating the impact of Generative AI on teaching and learning for children and young people: Protocol for a living evidence and gap map	screen	method	human-agree	general	medium
doi:10.17605/osf.io/kta9g	included		2026	Mechanisms and functional readouts of skeletal muscle ageing in Drosophila and their translatability to human sarcopenia: a scoping review protocol	screen	method	none	med	medium
doi:10.17605/osf.io/sfndq	excluded	E6-duplicate-or-superseded							medium
doi:10.18260/1-2--47414	included		2024	Exploring Generative AI and Natural Language Processing to Develop Search Strategies for Systematic Reviews	search	method	none	general	medium
doi:10.18419/opus-18222	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.18653/v1/2023.acl-long.411	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.18653/v1/2024.bionlp-1.39	included		2024	Intervention extraction in preclinical animal studies of Alzheimer’s Disease: Enhancing regex performance with language model-based filtering	extract	method	human-agree	med	medium
doi:10.18653/v1/2025.findings-naacl.269	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.20944/preprints202505.0566.v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.20944/preprints202606.0407.v1	included		2026	Evaluating a Large Language Model for Semi-Automated Versus Human-Only Data Extraction in Evidence Synthesis: A Study Protocol	extract	evaluation	human-agree	med	medium
doi:10.21105/joss.07616	included		2025	An Introduction to prismAId: Open-Source and Open Science AI for Advancing Information Extraction in Systematic Reviews	extract	system	none	general	medium
doi:10.21203/rs.3.pex-1836/v1	included		2022	Global Tracking of Climate Change Adaptation Policy Using Machine Learning: a Systematic Map Protocol	extract	method	human-agree	general	medium
doi:10.21203/rs.3.rs-10529339/v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21203/rs.3.rs-10538848/v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21203/rs.3.rs-2292464/v1	excluded	E6-duplicate-or-superseded							medium
doi:10.21203/rs.3.rs-2292464/v2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21203/rs.3.rs-2497596/v1	included		2023	Systematic Review using a Spiral approach with Machine Learning	screen	method	benchmark	general	medium
doi:10.21203/rs.3.rs-3119345/v1	included		2023	Is Artificial Intelligence Replacing Humans in Systematic Literature Reviews? A Systematic Literature Review	meta	evaluation	none	med	medium
doi:10.21203/rs.3.rs-3288515/v1	included		2023	Using a large language model (ChatGPT) to assess risk of bias in randomized controlled trials of medical interventions: protocol for a pilot study of interrater agreement with human reviewers	appraise	evaluation	human-agree	med	medium
doi:10.21203/rs.3.rs-3425312/v1	included		2023	Automation of systematic reviews of biomedical literature: a systematic review of studies indexed in PubMed	meta	evaluation	none	med	medium
doi:10.21203/rs.3.rs-5277729/v1	excluded	E6-duplicate-or-superseded							medium
doi:10.21203/rs.3.rs-5975490/v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21203/rs.3.rs-7078540/v1	included		2025	Automated Evidence Synthesis of Cognitive Interventions in Older People using the CogTale Platform: A Validation Study	synthesize	system	human-agree	med	medium
doi:10.2139/ssrn.4406117	included		2023	A Content-Based Recommendation Model for Living Evidence	search	method	none	general	medium
doi:10.2139/ssrn.5668523	included		2025	Living mode parameters and automation in living Evidence and Gap Maps (L-EGMs): a scoping review	meta	evaluation	none	general	medium
doi:10.2139/ssrn.5736644	parked								medium
doi:10.2139/ssrn.7219499	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2139/ssrn.7230339	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2139/ssrn.7244698	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2172/3403477	parked								medium
doi:10.21956/openreseurope.15135.r27710	excluded	E5-insufficient-metadata							medium
doi:10.21956/openreseurope.15135.r27711	excluded	E5-insufficient-metadata							medium
doi:10.2196/17158	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/25714	included		2021	Using a Secure, Continually Updating, Web Source Processing Pipeline to Support the Real-Time Data Synthesis and Analysis of Scientific Literature: Development and Validation Study	search	system	none	med	medium
doi:10.2196/43006	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/53787	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/54653	included		2024	Accelerating Evidence Synthesis in Observational Studies: Development of a Living Natural Language Processing–Assisted Intelligent Systematic Literature Review System	end2end	system	human-agree	med	medium
doi:10.2196/60432	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/62924	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/63126	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/68998	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/69284	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/99386	included		2026	From Static Outputs to Living Evidence: AI for Integrated Knowledge Translation in Canadian Health Research	meta	position	none	med	medium
doi:10.2196/preprints.109158	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/preprints.54653	included		2023	Accelerating Evidence Synthesis in Observational Studies: A Living NLP-Assisted Intelligent Systematic Literature Review System (Preprint)	end2end	system	human-agree	med	medium
doi:10.2196/preprints.57648	included		2024	Diagnostic performance of artificial intelligence tools for article screening during literature review: A systematic review (Preprint)	screen	evaluation	human-agree	med	medium
doi:10.2196/preprints.99386	excluded	E6-duplicate-or-superseded							medium
doi:10.22439/jba.v15i1.7813	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.22541/au.174793687.72304886/v1	included		2025	AI and Automation in Evidence Synthesis: An Investigation of Methods Employed in Cochrane, Campbell Collaboration, and Environmental Evidence Reviews	meta	evaluation	none	general	medium
doi:10.22617/wps260200-2	included		2026	Automating Evidence Synthesis: A Comparative Evaluation of Large Language Models for Data Extraction	extract	evaluation	benchmark	general	medium
doi:10.23970/ahrqepcmethtestingmachinelearning	included		2020	Testing a Machine Learning Tool for Facilitating Living Systematic Reviews of Chronic Pain Treatments	screen	evaluation	none	med	medium
doi:10.2478/minib-2025-0007	included		2025	Automating the Systematic Literature Review Process in Management Science Using Artificial Intelligence	meta	evaluation	none	general	medium
doi:10.24908/pceea.2026.21516	excluded	E1-primary-research-automation							medium
doi:10.24908/pceea.2026.21576	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.24969/hvt..673	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.25258/ijddt.16.36s.132	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.25259/ijmr_2271_2025	excluded	E3-opinion-without-guidance							medium
doi:10.25259/stn_30_2026	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.29333/ejgm/14354	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3030/894990	excluded	E5-insufficient-metadata							medium
doi:10.30574/ijsra.2026.20.1.1330	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.30953/thmt.v9.459	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.31234/osf.io/u6hbs_v3	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.31435/ijitss.3(51).2026.6368	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.31893/multirev.2027030	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3233/978-1-61499-101-4-688	excluded	E4-before-window							medium
doi:10.3233/shti260406	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.32604/cmes.2025.059152	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3352/jeehp.2024.21.6	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.33578/jpfkip.v14i6.852-870	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.33774/coe-2025-rmsqf	included		2025	AI-assisted Living Evidence Databases for Conservation Science	screen	system	human-agree	general	medium
doi:10.3389/fdgth.2026.1737957	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/feduc.2021.540027	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/fmed.2024.1477898	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/fmed.2026.1810098	excluded	E2-generic-nlp-no-synthesis-framing							medium
