key	status	code	year	title	cluster	priority	relevance	url
doi:10.1007/3-540-48745-x_4	screened		1999	Stubborn sets for standard properties	partial-order-reduction	high	Direct property-specific stubborn-set predecessor for standard checked properties	
doi:10.1007/s10703-005-4594-y	screened		2005	Stubborn sets for linear-time properties	partial-order-reduction	high	Expanded journal treatment of stubborn sets for linear-time temporal properties	
doi:10.1007/3-540-69108-1_8	excluded	E7-duplicate-version	1998	On Stubborn Sets in the Verification of Linear Time Temporal Properties	partial-order-reduction	medium	Conference predecessor of the retained expanded 2005 journal article	
doi:10.1007/978-3-642-31131-4_13	screened		2012	Stubborn sets for simple linear-time properties	partial-order-reduction	high	Stubborn-set reduction specialized to simple linear-time properties	
doi:10.1007/3-540-44988-4_17	excluded	E7-duplicate-version	2000	Improved Question-Guided Stubborn Set Methods for State Properties	partial-order-reduction	medium	Conference predecessor of the retained expanded 2006 question-guided journal article	
doi:10.7146/dpb.v29i543.7077	excluded	E7-duplicate-version	2000	Improved Question-Guided Stubborn Set Methods for State Properties	partial-order-reduction	low	Technical-report version superseded by the retained expanded 2006 journal article	
doi:10.1016/j.scico.2010.02.008	screened		2011	POR for state/event LTL	partial-order-reduction	high	Expanded treatment of partial-order reduction for state/event LTL and component-interaction automata	
doi:10.1007/978-3-642-00255-7_21	excluded	E7-duplicate-version	2009	Partial Order Reduction for State/Event LTL	partial-order-reduction	medium	Conference predecessor of the retained expanded 2011 journal article	
doi:10.1007/978-3-030-02215-0_3	screened		2019	Symbolic simulation of synchronous dataflow with timers	dataflow-symbolic-simulation	high	Expanded symbolic simulation treatment for synchronous dataflow programs with timers	
doi:10.1109/fdl.2017.8303894	excluded	E7-duplicate-version	2017	Symbolic simulation of dataflow synchronous programs with timers	dataflow-symbolic-simulation	medium	Conference predecessor of the retained expanded 2019 chapter	
doi:10.1109/icst.2010.13	excluded	E7-duplicate-version	2010	Explanation-Based Generalization of Infeasible Path	property-directed-reduction	medium	Conference predecessor of the retained expanded infeasible-path-generalization journal article	
doi:10.1109/icsess47205.2019.9040767	candidate		2019	Detecting Interprocedural Infeasible Paths via Symbolic Propagation and Dataflow Analysis	property-directed-reduction	medium	Combines symbolic propagation and dataflow analysis to detect interprocedural infeasible paths	
doi:10.1007/11823230_27	candidate		2006	Path-Sensitive Dataflow Analysis with Iterative Refinement	property-directed-reduction	high	Path-sensitive dataflow analysis with iterative feasibility refinement	
doi:10.1145/2771284.2771285	candidate		2015	Using targeted symbolic execution for reducing false-positives in dataflow analysis	property-directed-reduction	high	Uses target-directed symbolic execution to reduce dataflow-analysis false positives	
doi:10.1007/978-3-319-51046-0_6	candidate		2017	Abstractions for Transition Systems with Applications to Stubborn Sets	partial-order-reduction	medium	Transition-system abstractions applied to stubborn-set reasoning	
doi:10.1007/978-3-319-51046-0_13	candidate		2017	More Stubborn Set Methods for Process Algebras	partial-order-reduction	medium	Additional stubborn-set methods for process algebras	
doi:10.1007/3-540-58152-9_30	candidate		1994	On combining the stubborn set method with the sleep set method	partial-order-reduction	medium	Combines stubborn-set and sleep-set reductions	
doi:10.1007/3-540-58152-9_28	candidate		1994	Symbolic, symmetry, and stubborn set searches	partial-order-reduction	medium	Combines symbolic symmetry and stubborn-set searches	
doi:10.1007/3-540-53863-1_36	excluded	E7-duplicate-version	1991	Stubborn sets for reduced state space generation	partial-order-reduction	medium	Conference predecessor of the retained 1992 journal stubborn-set treatment	
doi:10.1007/3-540-55676-1_25	candidate		1992	The stubborn set method in practice	partial-order-reduction	medium	Early practical stubborn-set implementation experience	
doi:10.1007/s10009-017-0481-2	candidate		2018	Fair testing and stubborn sets	partial-order-reduction	high	Relates fair-testing semantics to stubborn-set reduction	
doi:10.3233/fi-2021-2001	candidate		2021	Stubborn Sets, Frozen Actions, and Fair Testing	partial-order-reduction	high	Combines frozen-action stubborn sets with fair testing	
doi:10.1007/978-3-642-21834-7_14	candidate		2011	On the Origin of Events: Branching Cells as Stubborn Sets	event-structures	medium	Relates event-structure branching cells to stubborn sets without introducing a caller-input observer	
doi:10.1109/acsd.2011.25	candidate		2011	Compositional Analysis for Weak Stubborn Sets	partial-order-reduction	high	Compositional analysis for weak stubborn sets; a component-level schedule reduction rather than an input fiber	
doi:10.1007/s10817-017-9418-4	candidate		2018	Formal Verification of an Executable LTL Model Checker with Partial Order Reduction	partial-order-reduction	high	Expanded formal verification of an executable LTL model checker with partial-order reduction	
doi:10.1007/978-3-319-40648-0_23	excluded	E7-duplicate-version	2016	Formal Verification of an Executable LTL Model Checker with Partial Order Reduction	partial-order-reduction	medium	Conference predecessor of the retained expanded 2018 journal article	
doi:10.1007/978-3-319-13338-6_20	candidate		2014	Partial-Order Reduction for Multi-core LTL Model Checking	partial-order-reduction	medium	Multi-core partial-order reduction for LTL model checking	
doi:10.1093/logcom/exw004	candidate		2016	Partial order reduction for checking LTL formulae with the next-time operator	partial-order-reduction	high	Partial-order reduction that handles LTL formulae with the next-time operator	
doi:10.1016/j.tcs.2009.03.002	candidate		2009	Efficient model checking for LTL with partial order snapshots	partial-order-reduction	high	Efficient LTL checking with partial-order snapshots	
doi:10.1016/j.ipl.2007.11.015	candidate		2008	Ant colony optimization with partial order reduction for discovering safety property violations in concurrent models	partial-order-reduction	medium	Uses ant-colony search with POR to discover safety-property violations	
doi:10.1109/issre55969.2022.00054	candidate		2022	Learning to Prune Infeasible Paths in Generalized Symbolic Execution	property-directed-reduction	medium	Learns to prune infeasible generalized-symbolic-execution paths without an exact fiber guarantee	
doi:10.1109/qrs.2016.26	candidate		2016	A Method for Pruning Infeasible Paths via Graph Transformations and Symbolic Execution	property-directed-reduction	medium	Prunes infeasible paths through graph transformations and symbolic execution	
doi:10.1145/222124.222139	candidate		1995	State abstraction and modular software development	symbolic-state-equivalence	medium	State abstraction for modular software development without a requested-input observer	
doi:10.1145/222132.222139	excluded	E7-duplicate-version	1995	State abstraction and modular software development	symbolic-state-equivalence	low	Journal-record alias of the retained FSE proceedings article	
doi:10.1007/s11704-015-4492-4	candidate		2016	An operational happens-before memory model	partial-order-reduction	medium	Expanded operational account of a happens-before memory model	
doi:10.1109/tase.2013.24	excluded	E7-duplicate-version	2013	An Operational Approach to Happens-Before Memory Model	partial-order-reduction	medium	Conference predecessor of the retained expanded 2016 journal article	
doi:10.1145/2578855.2535845	excluded	E7-duplicate-version	2014	Optimal dynamic partial order reduction	partial-order-reduction	medium	Journal-record alias of the retained POPL optimal-DPOR article	
doi:10.1145/3603288.3603296	candidate		2024	Approximate Partial Order Reduction	partial-order-reduction	low	Same-title approximate-POR record with incomplete Crossref authorship retained for explicit adjudication	
doi:10.1109/rtas54340.2022.00018	excluded	E7-duplicate-version	2022	Partial-Order Reduction for Schedule-Abstraction-based Response-Time Analyses of Non-Preemptive Tasks	partial-order-reduction	medium	Conference predecessor of the retained expanded 2023 journal treatment	
doi:10.1007/978-3-319-10936-7_13	candidate		2014	Sparse Dataflow Analysis with Pointers and Reachability	property-directed-reduction	medium	Sparse pointer and reachability dataflow analysis without a symbolic input partition	
doi:10.1016/s1571-0661(05)80436-0	screened		2002	Symbolic simulation of synchronous programs	dataflow-symbolic-simulation	high	Direct early symbolic simulation of synchronous programs	
doi:10.1006/inco.1996.0012	screened		1996	Schematological dataflow equivalence	dataflow-equivalence	high	Schematological equivalence for dataflow networks as a network-level semantic-equivalence boundary	
doi:10.1006/inco.1997.2658	screened		1997	Partially interpreted dataflow equivalence	dataflow-equivalence	high	Extends schematological equivalence to partially interpreted dataflow networks	
doi:10.1109/date.2011.5763043	candidate		2011	Pruning infeasible paths for tight WCRT analysis of synchronous programs	property-directed-reduction	high	Prunes infeasible synchronous-program paths for tight worst-case reaction-time analysis	
doi:10.1007/s11241-023-09398-x	candidate		2023	Partial-order reduction in reachability-based response-time analyses of limited-preemptive DAG tasks	partial-order-reduction	high	Expanded POR treatment for schedule-abstraction response-time analysis of limited-preemptive DAG tasks	
doi:10.1007/978-3-642-19835-9_31	candidate		2011	Boosting Lazy Abstraction for SystemC with Partial Order Reduction	partial-order-reduction	high	Combines lazy abstraction and partial-order reduction for SystemC	
doi:10.1109/icppw.2006.26	candidate		2006	Automatic Flow Analysis Using Symbolic Execution and Path Enumeration	property-directed-reduction	medium	Automatic flow analysis using symbolic execution and path enumeration	
doi:10.1007/11691372_18	excluded	E7-duplicate-version	2006	Efficient Model Checking for LTL with Partial Order Snapshots	partial-order-reduction	medium	Conference predecessor of the retained expanded 2009 journal article	
doi:10.1007/978-3-319-32582-8_16	excluded	E7-duplicate-version	2016	Fair Testing and Stubborn Sets	partial-order-reduction	medium	Conference predecessor of the retained expanded 2018 journal article	
doi:10.1145/2680541	candidate		2015	Stubborn Sets for Time Petri Nets	partial-order-reduction	high	Stubborn-set reduction for time Petri nets	
doi:10.1023/a:1008629725384	candidate		1997	Stubborn Sets for Real-Time Petri Nets	partial-order-reduction	high	Stubborn-set reduction for real-time Petri nets	
doi:10.1007/978-3-319-67089-8_12	candidate		2017	Stubborn Sets with Frozen Actions	partial-order-reduction	high	Extends stubborn-set reduction with frozen actions	
doi:10.1007/978-3-032-27879-1_9	candidate		2026	Preserving LTL Properties in Sweep-Line State Space Exploration with Partial-Order Reduction	partial-order-reduction	high	Preserves LTL properties when combining sweep-line exploration and partial-order reduction	
doi:10.22152/programming-journal.org/2021/5/12	screened		2021	Transparent synchronous dataflow	dataflow-semantics	high	Transparent synchronous dataflow language and semantics as a direct program-model boundary	
doi:10.1006/inco.2000.9999	screened		2000	Compositional synchronous dataflow languages	dataflow-semantics	high	Compositionality in synchronous dataflow languages with specification and distributed code generation	
doi:10.1109/memcod.2014.6961838	candidate		2014	An abstraction-refinement framework for priority-driven scheduling of static dataflow graphs	dataflow-analysis	medium	Abstraction refinement for priority-driven scheduling of static dataflow graphs	
doi:10.1145/2968478.2968489	candidate		2016	A refinement theory for timed-dataflow analysis with support for reordering	dataflow-analysis	medium	Refinement theory for timed-dataflow analysis with action reordering	
doi:10.1109/desec.2018.8625128	candidate		2018	Dynamic Path Pruning in Symbolic Execution	property-directed-reduction	medium	Dynamic path pruning in symbolic execution without a stated exact observer quotient	
doi:10.1007/978-3-319-43144-4_3	candidate		2016	Infeasible Paths Elimination by Symbolic Execution Techniques	property-directed-reduction	medium	Eliminates infeasible paths with symbolic-execution techniques	
doi:10.1007/978-3-540-69166-2_16	candidate		1998	SLR: Path-Sensitive Analysis through Infeasible-Path Detection and Syntactic Language Refinement	property-directed-reduction	high	Path-sensitive analysis through infeasible-path detection and syntactic language refinement	
doi:10.1109/access.2019.2894593	candidate		2019	Detecting Interprocedural Infeasible Paths Based on Unsatisfiable Path Constraint Patterns	property-directed-reduction	medium	Detects interprocedural infeasible paths through unsatisfiable path-constraint patterns	
doi:10.1109/rtas.2014.6926000	candidate		2014	Trickle: Automated infeasible path detection using all minimal unsatisfiable subsets	property-directed-reduction	high	Detects infeasible paths through all minimal unsatisfiable subsets	
doi:10.1145/1450058.1450060	candidate		2008	Event order abstraction for parametric real-time system verification	partial-order-reduction	high	Event-order abstraction for parametric real-time system verification	
doi:10.1007/s11241-017-9297-0	candidate		2018	Delay-dependent partial order reduction technique for real time systems	partial-order-reduction	high	Delay-dependent POR for real-time systems	
doi:10.1145/1529282.1529400	candidate		2009	Abstraction of multiple executions of object-oriented programs	symbolic-state-equivalence	medium	Abstracts multiple object-oriented program executions rather than caller-input fibers	
doi:10.1007/10692867_13	candidate		1998	Abstraction and Modular Verification of Infinite-State Reactive Systems	symbolic-state-equivalence	high	Abstraction and modular verification for infinite-state reactive systems	
doi:10.1145/1555754.1555777	candidate		2009	Multi-execution	symbolic-state-equivalence	medium	Multi-execution architecture record; execution grouping rather than a requested input observer	
doi:10.1145/1555815.1555777	excluded	E7-duplicate-version	2009	Multi-execution	symbolic-state-equivalence	low	Crossref container alias of the retained ISCA proceedings article	
doi:10.1007/978-3-642-15769-1_22	candidate		2010	Thread-Modular Counterexample-Guided Abstraction Refinement	symbolic-state-equivalence	high	Thread-modular counterexample-guided abstraction refinement	
doi:10.1109/tc.2009.187	candidate		2010	Modular Model Checking of Large Asynchronous Designs with Efficient Abstraction Refinement	symbolic-state-equivalence	high	Modular checking of asynchronous designs with abstraction refinement	
doi:10.3233/fi-1995-22128	screened		1995	An algebra of dataflow networks	dataflow-semantics	high	Algebraic treatment of dataflow networks as a foundational network-semantics boundary	
doi:10.1007/bfb0013470	screened		1991	Dataflow networks are fibrations	dataflow-semantics	high	Fibrational account of dataflow networks as a categorical network-semantics boundary	
doi:10.1109/sfcs.1989.63474	screened		1989	Full abstraction for dataflow networks	dataflow-semantics	high	Full-abstraction result for nondeterministic dataflow networks	
doi:10.1109/lics.1992.185527	screened		1992	A calculus of dataflow networks	dataflow-semantics	high	Calculus of dataflow networks as a foundational intensional semantics boundary	
doi:10.1007/bfb0018344	screened		1989	Compositional relational dataflow semantics	dataflow-semantics	high	Compositional relational semantics for indeterminate dataflow networks	
doi:10.1016/0164-1212(91)90004-p	candidate		1991	Specification of concurrent processes using a dataflow model of computation and partially ordered events	dataflow-semantics	high	Concurrent-process specification combining a dataflow model with partially ordered events	
doi:10.1007/bfb0032041	screened		1990	Stability and sequentiality in dataflow networks	dataflow-semantics	high	Stability and sequentiality properties for dataflow networks	
doi:10.1109/date.2003.1253608	screened		2003	Exact synchronous-program WCET analysis	dataflow-symbolic-simulation	high	Exact WCET analysis of synchronous programs by symbolic state-space exploration	
doi:10.1109/date.2003.1186386	excluded	E7-duplicate-version	2003	Exact high level WCET analysis of synchronous programs by symbolic state space exploration	dataflow-symbolic-simulation	low	Duplicate DOI record for the retained exact synchronous-program WCET article	
doi:10.1145/1755952.1755960	candidate		2010	From synchronous programs to symbolic representations of hybrid systems	dataflow-symbolic-simulation	medium	Translation from synchronous programs to symbolic hybrid-system representations	
doi:10.1109/isqed.2006.61	candidate		2006	Equivalence Checking of C Programs by Locally Performing Symbolic Simulation on Dependence Graphs	output-symbolic-execution	high	C-program equivalence checking by local symbolic simulation over dependence graphs	
doi:10.1007/3-540-49213-5_3	excluded	E7-duplicate-version	1998	Compositionality in dataflow synchronous languages: specification &amp; code generation	dataflow-semantics	medium	Preliminary report superseded by the retained significantly revised 2000 journal article	
doi:10.1007/3-540-49213-5_16	candidate		1998	Compositionality Criteria for Defining Mixed-Styles Synchronous Languages	dataflow-semantics	high	Compositionality criteria for defining mixed-style synchronous languages	
doi:10.1145/3211332.3211339	candidate		2018	Compositionality in scenario-aware dataflow: a rendezvous perspective	dataflow-semantics	high	Compositional semantics for scenario-aware dataflow under a rendezvous perspective	
doi:10.1145/3299710.3211339	excluded	E7-duplicate-version	2018	Compositionality in scenario-aware dataflow: a rendezvous perspective	dataflow-semantics	low	Journal-record alias of the retained LCTES proceedings article	
doi:10.1016/j.entcs.2006.02.024	candidate		2006	Synchronous Dataflow Pattern Matching	dataflow-semantics	medium	Variant types and pattern matching for synchronous dataflow languages	
doi:10.1145/3371112	candidate		2020	Mechanized semantics and verified compilation for a dataflow synchronous language with reset	dataflow-semantics	high	Mechanized semantics and verified compilation for synchronous dataflow with reset	
doi:10.70675/0d242e5czfe16z49f6za04ezf51f4dabb08e	excluded	E7-duplicate-version	2020	Mechanized semantics and verified compilation for a dataflow synchronous language with reset	dataflow-semantics	low	Dissertation record superseded for the surveyed claim by the retained POPL article	
doi:10.1145/3608102	candidate		2023	Verified Compilation of Synchronous Dataflow with State Machines	dataflow-semantics	high	Verified compilation of synchronous dataflow extended with state machines	
doi:10.70675/39a5d53bzce3fz4517z9ee1z77b5242313f9	excluded	E7-duplicate-version	2023	Verified compilation of a synchronous dataflow language with state machines	dataflow-semantics	low	Dissertation record superseded for the surveyed claim by the retained EMSOFT article	
doi:10.21236/ada538756	candidate		2009	Compositionality in Synchronous Data Flow: Modular Code Generation from Hierarchical SDF Graphs	dataflow-semantics	medium	Compositional modular code generation from hierarchical synchronous-dataflow graphs	
doi:10.1145/2024724.2024837	candidate		2011	Efficient WCRT analysis of synchronous programs using reachability	property-directed-reduction	high	Reachability-based WCRT analysis of synchronous programs	
doi:10.1109/date.2009.5090639	candidate		2009	WCRT algebra and interfaces for esterel-style synchronous processing	property-directed-reduction	high	WCRT algebra and interfaces for Esterel-style synchronous processing	
doi:10.1145/1629395.1629424	candidate		2009	Tight WCRT analysis of synchronous C programs	property-directed-reduction	high	Tight WCRT analysis of synchronous C programs	
doi:10.1145/3126520	candidate		2017	Timing Analysis of Synchronous Programs using WCRT Algebra	property-directed-reduction	high	Timing analysis of synchronous programs using WCRT algebra	
doi:10.1016/j.jlamp.2021.100678	candidate		2021	Formal verification of timed synchronous dataflow graphs using Lustre	dataflow-analysis	medium	Formal verification of timed synchronous-dataflow graphs using Lustre	
doi:10.17760/d20328155	excluded	E6-out-of-scope-model	2019	Resource-aware program analysis using observation sequences	program-analysis	medium	Resource-parameterized concurrent-program analysis whose observation sequence tracks behavior across resource bounds	
doi:10.1007/978-3-031-33620-1_19	candidate		2023	Experimenting with Stubborn Sets on Petri Nets	partial-order-reduction	medium	Experimental study of stubborn sets on Petri nets	
doi:10.1007/3-540-69108-1_7	candidate		1998	Finding Stubborn Sets of Coloured Petri Nets without Unfolding	partial-order-reduction	medium	Finds stubborn sets directly on colored nets without unfolding	
doi:10.1007/978-3-642-31131-4_14	candidate		2012	Hybrid On-the-Fly LTL Model Checking with the Sweep-Line Method	partial-order-reduction	medium	Hybrid on-the-fly LTL model checking with the sweep-line method	
doi:10.1109/isvlsi.2009.16	candidate		2009	Synchronization-Based Abstraction Refinement for Modular Verification of Asynchronous Designs	symbolic-state-equivalence	medium	Synchronization-based abstraction refinement for modular asynchronous-design verification	
doi:10.1007/978-3-540-45069-6_27	candidate		2003	Thread-Modular Abstraction Refinement	symbolic-state-equivalence	high	Foundational thread-modular abstraction-refinement method	
doi:10.1145/1993316.1993567	candidate		2011	Scaling abstraction refinement via pruning	symbolic-state-equivalence	medium	Scales abstraction refinement by pruning irrelevant refinement work	
doi:10.1145/2345156.1993567	excluded	E7-duplicate-version	2012	Scaling abstraction refinement via pruning	symbolic-state-equivalence	low	Duplicate journal-record alias of the retained PLDI article	
doi:10.1109/fmcad.2007.4401989	candidate		2007	Automatic Abstraction Refinement for Generalized Symbolic Trajectory Evaluation	symbolic-state-equivalence	high	Automatic abstraction refinement for generalized symbolic trajectory evaluation	
doi:10.1007/bf01186644	screened		1995	Compositional dataflow semantics for Petri nets	dataflow-semantics	high	Compositional fixed-point input-output semantics for place-transition nets consistent with step-sequence semantics	
doi:10.1007/s002360050029	excluded	E7-duplicate-version	1995	A compositional dataflow semantics for Petri nets	dataflow-semantics	low	Duplicate DOI record for the retained Acta Informatica article	
doi:10.1017/s0960129504004293	screened		2004	Relational nondeterministic dataflow	dataflow-semantics	high	Profunctor-based relational semantics and bisimulation for nondeterministic dataflow	
doi:10.7146/brics.v4i36.18962	excluded	E7-duplicate-version	1997	Relational Semantics of Non-Deterministic Dataflow	dataflow-semantics	medium	Technical-report precursor superseded by the retained expanded 2004 journal article	
doi:10.1007/978-1-4471-3860-0_10	candidate		1990	A Simple Generalization of Kahn’s Principle to Indeterminate Dataflow Networks	dataflow-semantics	high	Generalizes Kahn's fixed-point principle to indeterminate dataflow networks	
doi:10.1007/978-1-4471-3860-0_11	candidate		1990	Defining Fair Merge as a Colimit: Towards a Fixed-Point Theory for Indeterminate Dataflow	dataflow-semantics	high	Categorical fixed-point treatment of fair merge in indeterminate dataflow	
doi:10.1016/0890-5401(92)90043-f	screened		1992	Expressiveness of indeterminate dataflow	dataflow-semantics	high	Expressiveness hierarchy for indeterminate fair-merge primitives under network composition	
doi:10.1016/0304-3975(81)90108-0	screened		1981	Extensional dataflow deadlock	dataflow-semantics	high	Extensional Kahn-semantics proof rule for deadlock freedom in equational dataflow	
doi:10.1007/bfb0022475	excluded	E7-duplicate-version	1979	An extensional treatment of dataflow deadlock	dataflow-semantics	medium	Conference version superseded by the retained 1981 journal article	
doi:10.1109/5.381846	candidate		1995	Dataflow process networks	dataflow-semantics	high	Foundational dataflow process-network model and implementation survey	
doi:10.1017/cbo9780511770524.005	candidate		2009	The semantics of dataflow with firing	dataflow-semantics	medium	Semantics of dataflow with firing as a network-model boundary	
doi:10.1007/978-3-642-13414-2_7	candidate		2010	Compositional Construction of Real-Time Dataflow Networks	dataflow-semantics	medium	Compositional construction of real-time dataflow networks	
doi:10.1007/3-540-54415-1_47	candidate		1991	Towards a complete hierarchy of compositional dataflow models	dataflow-semantics	high	Hierarchy of compositional dataflow models	
doi:10.1145/331119.331418	candidate		1996	Specification of a functional synchronous dataflow language for parallel implementations with the denotational semantics	dataflow-semantics	medium	Denotational specification of a functional synchronous-dataflow language for parallel implementation	
doi:10.1111/j.1749-6632.1992.tb26038.x	candidate		1992	The LUSTRE Synchronous Dataflow Programming Language: Design and Semantics	dataflow-semantics	high	Design and semantics of the Lustre synchronous-dataflow language	
doi:10.1145/3609131	candidate		2023	A Constructive State-based Semantics and Interpreter for a Synchronous Data-flow Language with State Machines	dataflow-semantics	high	Constructive state-based semantics and interpreter for synchronous dataflow with state machines	
doi:10.1145/3373108	excluded	E7-duplicate-version	2020	Models, Algorithms, and Proofs for &amp;quot;Mechanized Semantics and Verified Compilation for a Dataflow Synchronous Language with Reset&amp;quot;	dataflow-semantics	low	Artifact record for the retained POPL semantics and verified-compilation article	
doi:10.1145/215465.215582	candidate		1995	Clock analysis of synchronous dataflow programs	dataflow-analysis	high	Clock analysis for synchronous-dataflow programs	
doi:10.1109/tcad.2023.3239538	candidate		2023	Efficient Computation of the Max-Plus Semantics of Synchronous Dataflow Graphs	dataflow-analysis	medium	Efficient max-plus semantics for synchronous-dataflow graphs	
doi:10.1109/dsd.2018.00034	candidate		2018	Compositional Dataflow Modelling for Cyclo-Static Applications	dataflow-semantics	medium	Compositional modeling for cyclo-static dataflow applications	
doi:10.1145/3127041.3127055	candidate		2017	Compositional dataflow circuits	dataflow-semantics	medium	Compositional dataflow-circuit semantics and implementation boundary	
doi:10.1109/lics.1991.151638	candidate		1991	Sequentiality and strong stability	dataflow-semantics	medium	Sequentiality and strong-stability semantics	
doi:10.1109/lics.1994.316082	candidate		1994	On strong stability and higher-order sequentiality	dataflow-semantics	medium	Higher-order sequentiality and strong-stability semantics	
doi:10.1145/1629335.1629354	candidate		2009	Symbolic state traversal for WCET analysis	property-directed-reduction	high	Symbolic state traversal for WCET analysis	
doi:10.14236/ewic/vecos2008.12	candidate		2008	Computing WCET using symbolic execution	property-directed-reduction	high	WCET computation using symbolic execution	
doi:10.1360/jos170628	candidate		2006	Symbolic WCET Analysis of Programs Containing Input-Dependent Branches	property-directed-reduction	high	Symbolic WCET analysis of programs with input-dependent branches	
doi:10.1145/2038642.2038692	candidate		2011	Symbolic simulation on complicated loops for WCET path analysis	property-directed-reduction	high	Symbolic simulation of complicated loops for WCET path analysis	
doi:10.1145/3147413	candidate		2017	Symbolic WCET Computation	property-directed-reduction	high	General symbolic WCET computation	
doi:10.1007/978-3-642-29709-0_20	candidate		2012	Symbolic Loop Bound Computation for WCET Analysis	property-directed-reduction	medium	Symbolic loop-bound computation for WCET analysis	
doi:10.1109/fpl.2012.6339261	candidate		2012	Verification of streaming designs by combining symbolic simulation and equivalence checking	hardware	medium	Streaming-design verification combining symbolic simulation and equivalence checking	
doi:10.1109/icccas.2009.5250316	candidate		2009	Equivalence checking of high-level designs based on symbolic simulation	hardware	medium	High-level design equivalence checking based on symbolic simulation	
doi:10.1109/date.1998.655923	candidate		1998	On the reuse of symbolic simulation results for incremental equivalence verification of switch-level circuits	hardware	medium	Reuses switch-level symbolic-simulation results for incremental equivalence verification	
doi:10.1007/3-540-40922-x_26	candidate		2000	Sequential Equivalence Checking by Symbolic Simulation	hardware	medium	Sequential equivalence checking by symbolic simulation	
doi:10.1093/ietfec/e88-a.12.3315	candidate		2005	An Equivalence Checking Method for C Descriptions Based on Symbolic Simulation with Textual Differences	output-symbolic-execution	medium	C-description equivalence checking by symbolic simulation under textual differences	
doi:10.29007/7b44	screened		2017	Symbolic observation graph	partial-order-reduction	high	Symbolic observation graph groups states connected by unobserved transitions and retains observed transitions as explicit edges	
doi:10.1109/hpcs48598.2019.9188053	excluded	E7-duplicate-version	2019	Parallel construction of the Symbolic Observation Graph	partial-order-reduction	low	Short later treatment superseded by the retained fuller 2017 construction	
doi:10.1016/j.sysarc.2024.103086	screened		2024	Procedure-argument-dependent WCET formulas	property-directed-reduction	high	Procedure-argument-dependent WCET formulas whose conditions capture input-dependent control flow	
doi:10.70675/3aae1dacz8e78z4548zb112z283138654eb5	excluded	E7-duplicate-version	2023	Efficient tree-based symbolic WCET computation	property-directed-reduction	low	Dissertation record superseded for this claim by the retained 2024 journal article	
doi:10.1145/3720432	screened		2025	Mechanized semantics for dataflow circuits	dataflow-semantics	high	Coq-mechanized operational semantics for asynchronously connected dataflow circuits with determinacy and representation-equivalence results	
doi:10.1016/j.scico.2021.102624	screened		2021	Compositional observer semantics for timed properties	property-directed-reduction	high	Compositional time-Petri-net observer semantics generated from real-time property patterns	
doi:10.1007/s00165-003-0018-1	screened		2003	Intensional and extensional dataflow semantics	dataflow-semantics	high	Equivalence of extensional Kahn functions and intensional token-production semantics under a deadlock-freedom condition	
doi:10.1007/978-3-540-85762-4_5	candidate		2008	Non-interleaving Semantics with Causality for Nondeterministic Dataflow	dataflow-semantics	high	Non-interleaving causal semantics for nondeterministic dataflow	
doi:10.1007/3-540-51486-4_79	candidate		1989	An iterative metric fully abstract semantics for nondeterministic dataflow (extended abstract)	dataflow-semantics	high	Iterative-metric fully abstract semantics for nondeterministic dataflow	
doi:10.1007/3-540-58468-4_169	candidate		1994	Specification and refinement of finite dataflow networks — a relational approach	dataflow-semantics	high	Relational specification and compositional refinement rules for finite dataflow networks	
doi:10.1007/3-540-55808-x_26	excluded	E7-duplicate-version	1992	Dataflow semantics for Petri nets	dataflow-semantics	medium	Conference predecessor superseded by the retained 1995 Acta Informatica article	
doi:10.1007/bfb0055651	excluded	E7-duplicate-version	1998	A relational model of non-deterministic dataflow	dataflow-semantics	medium	Conference predecessor superseded by the retained 2004 journal article	
doi:10.1016/j.sysarc.2010.06.009	candidate		2011	An efficient algorithm for parametric WCET calculation	property-directed-reduction	high	Efficient parametric WCET calculation	
doi:10.1109/rtcsa.2009.9	excluded	E7-duplicate-version	2009	An Efficient Algorithm for Parametric WCET Calculation	property-directed-reduction	low	Conference predecessor superseded by the retained 2011 journal article	
doi:10.1007/978-3-642-24349-3_6	candidate		2011	Improving the Precision of WCET Analysis by Input Constraints and Model-Derived Flow Constraints	property-directed-reduction	medium	WCET precision from input constraints and model-derived flow constraints	
doi:10.5220/0003178801060115	candidate		2011	EFFICIENT SYMBOLIC SUPERVISORY SYNTHESIS AND GUARD GENERATION - Evaluating Partitioning Techniques for the State-space Exploration	property-directed-reduction	medium	Symbolic supervisory synthesis and guard generation over partitioned state-space exploration	
doi:10.1007/bfb0055650	candidate		1998	Fibrational semantics of dataflow networks	dataflow-semantics	high	Operational fibrational semantics and equivalence up to deterministic internal dataflow computations	
doi:10.1145/1176887.1176895	candidate		2006	A causality interface for deadlock analysis in dataflow	dataflow-analysis	high	Composable actor causality interfaces for static deadlock analysis in dataflow	
doi:10.1007/3-540-12896-4_352	candidate		1984	Compactness in semantics for merge and fair merge	dataflow-semantics	medium	Compactness semantics for merge and fair merge	
doi:10.1016/0890-5401(91)90054-6	candidate		1991	A model of concurrency with fair merge and full recursion	dataflow-semantics	medium	Interaction semantics for concurrency with strict fair merge and full recursion	
doi:10.70675/33859af0z9c09z423dzb345z62ae1ec51d10	screened		2026	From dataflow semantics to hardware semantics	dataflow-semantics	high	Rocq-mechanized dataflow-specification and hardware-implementation semantics for dynamically scheduled HLS circuits	
