key	status	code	year	title	relation	artifact	execution	goal	evidence	priority	relevance	url
legacy:forbench-ref-28	excluded	E2-formal-hardware-without-execution		Shobha Vasudevan, David Sheridan, Sanjay Patel, David Tcheng, Bill Tuohy, and Daniel Johnson. Goldmine: Automatic assertion generation using data mining and static analysis. In 2010 Design, Automation & Test in Europe Conference & Exhibition (DATE 2010), pages 626–629. IEEE, 2010.						low	GoldMine derives assertions through data mining and static analysis; those mined predicates may aid verification but do not execute the RTL symbolically.	-
legacy:forbench-ref-29	excluded	E1-software-or-firmware-only		Arie Gurfinkel, Temesghen Kahsai, Anvesh Komuravelli, and Jorge A Navas. The seahorn verification framework. In International Conference on Computer Aided Verification, pages 343–361. Springer, 2015.						low	SeaHorn translates software verification conditions into constrained Horn clauses and does not make a digital hardware model a symbolic participant.	-
legacy:forbench-ref-30	excluded	E1-software-or-firmware-only		Arie Gurfinkel. Program verification with constrained horn clauses. In International Conference on Computer Aided Verification, pages 19–29. Springer, 2022.						low	This work treats constrained-Horn-clause reasoning as program verification, without an HDL or other digital-design artifact in the stated subject.	-
legacy:forbench-ref-31	excluded	E2-formal-hardware-without-execution		Mohammad Rahmani Fadiheh, Joakim Urdahl, Srinivas Shashank Nuthakki, Subhasish Mitra, Clark Barrett, Dominik Stoffel, and Wolfgang Kunz. Symbolic quick error detection using symbolic initial state for pre-silicon verification. In 2018 Design, Automation & Test in Europe Conference & Exhibition (DATE), pages 55–60. IEEE, 2018.						low	Symbolic QED starts bounded formal checking from a symbolic processor state, but a symbolic initial state inside BMC is not an operational symbolic executor of the RTL.	-
legacy:forbench-ref-32	excluded	E2-formal-hardware-without-execution		Makai Mann, Amalee Wilson, Yoni Zohar, Lindsey Stuntz, Ahmed Irfan, Kristopher Brown, Caleb Donovick, Allison Guman, Cesare Tinelli, and Clark Barrett. Smt-switch: a solver-agnostic c++ api for smt solving. In International Conference on Theory and Applications of Satisfiability Testing, pages 377–386. Springer, 2021.						low	SMT-switch standardizes calls to solver backends; the API has no design-transition execution semantics and no hardware artifact of its own.	-
legacy:forbench-ref-33	excluded	E2-formal-hardware-without-execution		Aina Niemetz and Mathias Preiner. Bitwuzla. In International Conference on Computer Aided Verification, pages 3–17. Springer, 2023.						low	Bitwuzla is a general bit-vector and array SMT solver, a reasoning backend rather than a system that executes digital hardware symbolically.	-
legacy:forbench-ref-34	excluded	E2-formal-hardware-without-execution		Aina Niemetz, Mathias Preiner, Clifford Wolf, and Armin Biere. Btor2, btormc and boolector 3.0. In International Conference on Computer Aided Verification, pages 587–595. Springer, 2018.						low	The combined contribution is a transition-system format, a model checker, and an SMT solver; none is the selected operational symbolic-execution mechanism.	-
legacy:forbench-ref-35	excluded	E2-formal-hardware-without-execution		Clifford Wolf and Johann Glaser. Yosys-a free Verilog synthesis suite. In Proceedings of the 21st Austrian Workshop on Microelectronics (Austrochip), volume 97, 2013.						low	Yosys transforms and synthesizes Verilog into lower-level representations, but the synthesis flow does not explore design behaviors over symbolic states or paths.	-
legacy:forbench-ref-36	excluded	E2-formal-hardware-without-execution		Stephen Williams and Michael Baxter. Icarus verilog: open-source verilog more than a year later. Linux Journal, 2002(99):3, 2002.						low	Icarus Verilog is a conventional event-driven HDL simulator whose runs instantiate concrete valuations rather than symbolic input sets.	-
legacy:forbench-ref-37	excluded	E7-secondary-or-insubstantial		VamshiPasalaNarayan. Hardware-implementation-of-aes-verilog. https://github. com/pnvamshi/Hardware-Implementation-of-AES-Verilog. [Online; accessed 2025-10-21].						low	The AES-Verilog repository is merely one benchmark DUT source; it makes no independent verification-method contribution for the map.	-
legacy:forbench-ref-38	excluded	E2-formal-hardware-without-execution		K. Asanovic et al. The rocket chip generator. Technical Report UCB/EECS-201617, Dept. EECS, Univ. California, Berkeley, CA, USA, 2016.						low	The Rocket Chip report contributes a Chisel-based processor generator, not a method for symbolically executing or verifying the RTL it emits.	-
legacy:forbench-ref-39	excluded	E7-secondary-or-insubstantial		Bluespec, Inc. Piccolo: Risc-v cpu, simple 3-stage pipeline, for low-end applications. [Online], 2018. Available: https://github.com/bluespec/Piccolo.						low	Piccolo is cited as the source of a small three-stage RISC-V benchmark design, not as a primary symbolic-analysis work.	-
legacy:forbench-ref-40	excluded	E7-secondary-or-insubstantial		Bluespec, Inc. Flute: Risc-v cpu, simple 5-stage in-order pipeline. [Online], 2018. Available: https://github.com/bluespec/Flute.						low	The Flute repository supplies a five-stage in-order CPU used as an evaluation artifact and contains no separately stated execution technique.	-
legacy:forbench-ref-41	excluded	E7-secondary-or-insubstantial		Kise Lab. Ridecore: Risc-v dynamic execution core, an out-of-order risc-v processor written in verilog hdl. [Online], 2016. Available: https://github.com/ridecore/ ridecore.						low	RIDECORE is the Verilog source for an out-of-order processor benchmark; the citation itself contributes no verification mechanism.	-
legacy:forbench-ref-42	excluded	E7-secondary-or-insubstantial		OpenRISC. OR1200 source code, 2020. [Online]. Available: https://github.com/ openrisc/or1200.						low	This OR1200 source-code entry identifies the DUT used in coverage experiments and is not a technical work on symbolic hardware execution.	-
legacy:forbench-ref-43	excluded	E7-secondary-or-insubstantial		Scott Davidson. Characteristics of the itc’99 benchmark circuits. In IEEE International Test Synthesis Workshop (ITSW), volume 87, 1999.						low	Davidson characterizes the ITC'99 benchmark circuits; documenting the benchmark suite is not a symbolic, concolic, or selected-lineage method.	-
legacy:forbench-ref-44	excluded	E2-formal-hardware-without-execution		Makai Mann, Ahmed Irfan, Florian Lonsing, Yahan Yang, Hongce Zhang, Kristopher Brown, Aarti Gupta, and Clark Barrett. Pono: a flexible and extensible smt-based model checker. In International Conference on Computer Aided Verification, pages 461–474. Springer, 2021.						low	Pono proves transition-system properties with SMT-based model checking; its use as a coverage baseline does not turn that formal search into symbolic execution.	-
legacy:forbench-ref-45	excluded	E2-formal-hardware-without-execution		D. Kroening and M. Purandare. EBMC: The enhanced bounded model checker. [Online], 2022. Available: http://www.cprover.org/ebmc, accessed: 2022.						low	EBMC performs enhanced bounded model checking of hardware, an expressly separate verification genre without a load-bearing operational executor.	-
legacy:forbench-ref-46	excluded	E8-duplicate-or-superseded		Ziyue Zheng and Yangdi Lyu. Stsearch: State tracing-based search heuristics for rtl validation. In 2023 Design, Automation & Test in Europe Conference & Exhibition (DATE), pages 1–6. IEEE, 2023.						low	Duplicate or superseded record for Ziyue Zheng and Yangdi Lyu. Stsearch: State tracing-based search heuristics for rtl validation. In 2023 Design, Automation & Test in Europe Conference & Exhibition (DATE), pages 1–6. IEEE, 2023.; retained canonical record doi:10.23919/date56975.2023.10136970.	-
legacy:forbench-ref-47	excluded	E2-formal-hardware-without-execution	2025	Ziyue Zheng, Zhiyuan Yan, Xiangchen Meng, Guangyu Hu, Hongce Zhang, and Yangdi Lyu. Hot-fv: A semi-formal test generation framework for rtl functional coverage using warm starting states. In Proceedings of the IEEE International Conference on Computer Design (ICCD), 2025.						low	HOT-FV uses formal warm-starting for semi-formal RTL test generation; the available record does not establish a load-bearing symbolic path-execution mechanism.	-
legacy:forbench-ref-48	excluded	E7-secondary-or-insubstantial		SallarAhmadi-PourandRolfDrechsler. MicroRV32. URLhttps://github.com/agrauni-bremen/microrv32/.						low	MicroRV32 is a bare processor-implementation repository used as a DUT, with no independently described symbolic-verification contribution.	-
legacy:malformed-sylvia-doi-html	excluded	E8-duplicate-or-superseded	2023	Sylvia: Countering the Path Explosion Problem in the Symbolic Execution of Hardware Designs						low	Malformed HTML-contaminated DOI record for Sylvia; retained canonical record doi:10.34727/2023/isbn.978-3-85448-060-0_19.	https://doi.org/10.34727/2023/isbn.978-3-85448-060-0_19
t:optimizationandverificationtechniquesforhardwaresynthesisfromconcurrentactionori	excluded	E2-formal-hardware-without-execution	2008	Optimization and Verification Techniques for Hardware Synthesis from Concurrent Action-Oriented Specifications						low	The action-oriented hardware-synthesis work applies optimization and verification without a path-conditioned symbolic executor.	https://openalex.org/W2185695491
t:dynamicallyreconfigurablearchitectureforthirdgenerationmobilesystems	excluded	E2-formal-hardware-without-execution	2002	Dynamically reconfigurable architecture for third generation mobile systems						low	The dynamically reconfigurable mobile architecture is a hardware implementation contribution without symbolic execution.	https://openalex.org/W2271595178
t:speedinguphardwareverificationbyautomateddatapathscaling	excluded	E2-formal-hardware-without-execution	2006	Speeding up hardware verification by automated data path scaling						low	Automated datapath scaling speeds hardware verification but does not construct or solve symbolic execution paths.	https://openalex.org/W2402334975
t:looptransformationsfortheoptimizedgenerationofreconfigurablehardware	excluded	E2-formal-hardware-without-execution	2008	Loop Transformations for the Optimized Generation of Reconfigurable Hardware						low	Loop transformations optimize reconfigurable-hardware generation and do not execute the generated hardware symbolically.	https://openalex.org/W2587371944
t:integratingmodeautomatacontrolmodelsinsoccodesignfordynamicallyreconfigurablefpg	excluded	E2-formal-hardware-without-execution	2009	Integrating Mode Automata Control Models in SoC Co-Design for Dynamically Reconfigurable FPGAs						low	Mode-automata integration supports dynamically reconfigurable SoC co-design, not symbolic path execution of the design.	https://openalex.org/W2598465624
t:sharpevariationawareformalstatisticaltiminganalysisinrtl	excluded	E4-analog-physical-or-postsilicon	2009	SHARPE: Variation-Aware Formal Statistical Timing Analysis in RTL						low	SHARPE performs variation-aware statistical timing analysis at RTL; physical timing symbolism is outside the digital path-execution scope.	https://openalex.org/W2795050615
t:hardwareaccelerationforhomomorphicencryption	excluded	E5-hardware-accelerates-software	2018	Hardware Acceleration for Homomorphic Encryption						low	Hardware acceleration for homomorphic encryption concerns implementing cryptography, not symbolically executing hardware.	https://openalex.org/W2921423584
t:percolationbasedcompilingforevaluationofparallelismandhardwaredesigntradeoffs	excluded	E2-formal-hardware-without-execution	1991	Percolation-based compiling for evaluation of parallelism and hardware design trade-offs						low	Percolation-based compiling evaluates program parallelism and hardware trade-offs without a symbolic design executor.	https://openalex.org/W3012404267
t:unlockingdesignreusewithhardwarecompilerframeworks	excluded	E7-secondary-or-insubstantial	2019	Unlocking Design Reuse with Hardware Compiler Frameworks						low	This hardware-compiler framework overview concerns design reuse and contains no primary symbolic-execution method.	https://openalex.org/W3013738835
t:hardwaresoftwarecoverificationusingpathbased13nsymbolicexecution	excluded	E8-duplicate-or-superseded	2020	Hardware/Software Co-verification Using Path-based Symbolic Execution						low	This OpenAlex title-only record duplicates the canonical COVERIF record arxiv:2001.01324.	https://openalex.org/W4298395725
t:anincrementalapproachforhardwarediscretecontrollersynthesis	excluded	E2-formal-hardware-without-execution	2011	An incremental approach for hardware discrete controller synthesis						low	Incremental hardware discrete-controller synthesis constructs controllers rather than symbolically executing a design.	https://openalex.org/W630944720
t:protoflexcosimulationforcomponentwisefpgaemulatordevelopment	excluded	E2-formal-hardware-without-execution	2006	ProtoFlex: Co-simulation for Component-wise FPGA Emulator Development						low	ProtoFlex provides concrete FPGA-emulator co-simulation infrastructure and no symbolic path-feasibility mechanism.	https://openalex.org/W72701029
t:a31aludesigntocollapseinterlocksinparallelprocessingforhighperformance	excluded	E2-formal-hardware-without-execution	2011	A 3-1 ALU Design to Collapse Interlocks in Parallel Processing for High Performance						low	The item proposes an ALU organization for collapsing processor interlocks; nothing in the record makes symbolic execution a verification mechanism.	-
t:abstractionandsymbolicexecutionofdeepneuralnetworkswithbayesianapproximationofhiddenfeatures	excluded	E6-out-of-scope-artifact	2021	Abstraction and Symbolic Execution of Deep Neural Networks with Bayesian Approximation of Hidden Features						low	The symbolic/concolic analysis targets abstracted deep neural-network models, not digital hardware implementations.	-
t:acceleratedsocverificationusinguvmmethodologyforamixedsignallowpowerdesign	excluded	E4-analog-physical-or-postsilicon	2014	Accelerated SOC Verification Using UVM Methodology for a Mixed- Signal Low Power Design						low	The work applies UVM to a mixed-signal low-power SoC and offers no qualifying digital-design symbolic execution.	-
t:accelerationofabioinformaticsapplicationusinghighlevelsynthesis	excluded	E5-hardware-accelerates-software	2012	Acceleration of a bioinformatics application using high-level synthesis						low	This thesis synthesizes a bioinformatics application into faster hardware, whereas neither the HLS program nor generated circuit is analyzed through symbolic execution.	-
t:actorsamodelofconcurrentcomputationindistributedsystems	excluded	E6-out-of-scope-artifact	1986	Actors: A Model of Concurrent Computation in Distributed Systems						low	The actor model is a general distributed-computation formalism, not a digital hardware design under symbolic execution.	-
t:afaithfulsemanticsforgeneralisedsymbolictrajectoryevaluation	excluded	E8-duplicate-or-superseded	2007	A FAITHFUL SEMANTICS FOR GENERALISED SYMBOLIC TRAJECTORY EVALUATION						low	Duplicate or superseded record for A FAITHFUL SEMANTICS FOR GENERALISED SYMBOLIC TRAJECTORY EVALUATION; retained canonical record doi:10.2168/lmcs-5(2:1)2009.	-
t:amathematicallyprecisetwolevelformalhardwareverificationmethodology	excluded	E2-formal-hardware-without-execution	1992	A Mathematically Precise Two-Level Formal Hardware Verification Methodology*						low	The title identifies a two-level formal hardware methodology but no operational symbolic-simulation or symbolic-execution mechanism, and selective-lineage status cannot be inferred merely from its age.	-
t:amethodologyforformalhardwareverificationbasedonsymbolictrajectoryevaluation	excluded	E3-symbolic-method-without-path-execution	1999	A methodology for formal hardware verification based on symbolic trajectory evaluation						low	Final selective-lineage review excludes A methodology for formal hardware verification based on symbolic trajectory evaluation: it is not one of the defining ancestors or direct comparators retained for the core map.	-
t:analysismodelsforsecurityprotocols	excluded	E6-out-of-scope-artifact	2006	Analysis Models for Security Protocols						low	The analyzed models are security protocols, not executable digital hardware designs.	-
t:anarchitecturesynthesissystemforembeddedprocessors	excluded	E2-formal-hardware-without-execution	2000	An architecture synthesis system for embedded processors						low	The dissertation automates synthesis of embedded-processor architectures and does not state that either its input model or synthesized RTL is symbolically executed.	-
t:aninfrastructureforrtlvalidationandverification	parked		2002	An infrastructure for rtl validation and verification						medium	Strict re-review remains unresolved: An RTL validation infrastructure could centrally use symbolic execution, but the title-only record does not disclose its verification engine.	-
t:anumericalenginefordistributedsparsematrices	excluded	E5-hardware-accelerates-software	1994	A numerical engine for distributed sparse matrices						low	The numerical engine accelerates sparse-matrix computation, so the hardware implements an application kernel instead of serving as a design artifact under symbolic execution.	-
t:applicationsofformalandsemiformalverificationonsoftwaretestinghighlevelsynthesisandenergyinternet	excluded	E2-formal-hardware-without-execution	2018	Applications of Formal And Semi-formal Verification on Software Testing, High-level Synthesis And Energy Internet						low	The broad dissertation applies formal methods to software testing, HLS, and an energy system, yet identifies no symbolic execution of an HLS design or resulting digital circuit.	-
t:applicationsofsymbolicsimulationtotheformalverificationofmicroprocessors	excluded	E3-symbolic-method-without-path-execution	1999	Applications of symbolic simulation to the formal verification of microprocessors						low	Final selective-lineage review excludes Applications of symbolic simulation to the formal verification of microprocessors: it is not one of the defining ancestors or direct comparators retained for the core map.	-
t:asurveyofsymbolicexecutiontools	excluded	E7-secondary-or-insubstantial	2019	A Survey of Symbolic Execution Tools						low	This is explicitly a survey of symbolic-execution tools and is not a primary technical hardware contribution.	-
t:asystematicevaluationoftransientexecutionattacksanddefenses	excluded	E1-software-or-firmware-only	2019	A Systematic Evaluation of Transient Execution Attacks and Defenses						low	This evaluates transient-execution attacks and defenses at the processor/software interface without stating symbolic participation by a hardware design model.	-
t:ataxonomyofmodelbasedtesting	excluded	E7-secondary-or-insubstantial	2006	A taxonomy of model-based testing						low	A taxonomy of model-based testing is secondary conceptual literature and does not present a primary hardware symbolic-execution mechanism.	-
t:atlasaiassistedthreattoassertionlearningforsystemonchipsecurityverification	excluded	E2-formal-hardware-without-execution	2026	ATLAS: AI-Assisted Threat-to-Assertion Learning for System-on-Chip Security Verification						low	ATLAS learns SoC security assertions from threat descriptions, stopping at property generation rather than executing the SoC implementation symbolically.	-
t:atrajectoryofartificialityandnewprinciplesofdesignfortheinformationage	excluded	E6-out-of-scope-artifact	1997	A Trajectory of Artificiality and New Principles of Design for the Information Age						low	This design-theory work uses “trajectory” in a philosophical information-age sense, not symbolic trajectory evaluation of circuits.	-
t:automatedwhiteboxfuzztesting	excluded	E1-software-or-firmware-only	2008	Automated Whitebox Fuzz Testing.						low	SAGE symbolically evaluates recorded Windows-program traces to drive white-box software fuzzing.	-
t:automatingmimicryattacksusingstaticbinaryanalysis	excluded	E1-software-or-firmware-only	2005	Automating mimicry attacks using static binary analysis						low	Automating mimicry attacks by static binary analysis targets executable software and does not symbolically execute a digital hardware design.	-
t:autoverifixhighcorrectnessrtlgenerationviatraceawarecausalfixandsemanticredundancypruning	excluded	E8-duplicate-or-superseded	2026	AutoVeriFix+: High-Correctness RTL Generation via Trace-Aware Causal Fix and Semantic Redundancy Pruning						low	This title-and-year fallback record is the same AutoVeriFix+ work represented by arXiv:2603.11489, whose abstract supplies the canonical concolic-RTL evidence.	-
t:blindmarketenablingverifiableconfidentialandtraceableipcoredistributioninzerotrustsettings	excluded	E2-formal-hardware-without-execution	2026	BlindMarket: Enabling Verifiable, Confidential, and Traceable IP Core Distribution in Zero-Trust Settings						low	BlindMarket addresses confidential and traceable IP-core distribution, not execution of the IP design over symbolic states for verification.	-
t:cabfuzzpracticalconcolictestingtechniquesforcotsoperatingsystems	excluded	E1-software-or-firmware-only	2017	CAB-Fuzz: Practical Concolic Testing Techniques for COTS Operating Systems						low	CAB-Fuzz concolically tests commercial operating-system software.	-
t:clearingthecloudsastudyofemergingworkloadsonmodernhardware	excluded	E7-secondary-or-insubstantial	2011	Clearing the Clouds: A Study of Emerging Workloads on Modern Hardware						low	This report characterizes emerging cloud workloads on modern machines; it is neither a primary verification method nor a study of a hardware description.	-
t:completesymbolicsimulationofsystemcmodelsefficientformalverificationoffinitenonterminatingprograms	excluded	E3-symbolic-method-without-path-execution	2016	Complete Symbolic Simulation of SystemC Models: Efficient Formal Verification of Finite Non-Terminating Programs						low	Final selective-lineage review excludes Complete Symbolic Simulation of SystemC Models: Efficient Formal Verification of Finite Non-Terminating Programs: it is not one of the defining ancestors or direct comparators retained for the core map.	-
t:computeraidedverification2ndinternationalconferencecav90newbrunswicknjusajune18211990proceedings	excluded	E7-secondary-or-insubstantial	1991	Computer-aided verification : 2nd International Conference, CAV '90, New Brunswick, NJ, USA, June 18-21, 1990 : proceedings						low	The record represents an entire conference proceedings volume, not an individual technical work.	-
t:computeraidedverification90proceedingsofadimacsworkshopjune18211990	excluded	E7-secondary-or-insubstantial	1991	Computer-aided verification '90 : proceedings of a DIMACS workshop, June 18-21, 1990						low	A proceedings volume is an aggregate/secondary record rather than one screenable primary technical contribution.	-
t:concolictestingofmultithreadedprogramsanditsapplicationtotestingsecurityprotocols	excluded	E1-software-or-firmware-only	2006	Concolic Testing of Multithreaded Programs and Its Application to Testing Security Protocols						low	The concolic method tests multithreaded software programs and protocol implementations, not hardware.	-
t:correcthardwaredesignandverificationmethods11thifipwg105advancedresearchworkingconferencecharme2001livingstonscotlandukseptember472001proceedings	excluded	E7-secondary-or-insubstantial	2001	Correct hardware design and verification methods : 11th IFIP WG 10.5 Advanced Research Working Conference, CHARME 2001, Livingston, Scotland, UK, September 4-7, 2001 : proceedings						low	This is an entire CHARME proceedings volume rather than a single primary contribution eligible for the map.	-
t:cweepalexicalstaticanalysisframeworkforcweearlyprevention	excluded	E1-software-or-firmware-only	2026	CWEEP: A Lexical Static Analysis Framework for CWE Early Prevention						low	CWEEP is explicitly a lexical static-analysis framework for software weakness prevention, not hardware symbolic execution.	-
t:designofaflexibleschoenhagestrassenfftpolynomialmultiplierwithhighlevelsynthesis	excluded	E2-formal-hardware-without-execution	2019	Design of a Flexible Schoenhage-Strassen FFT Polynomial Multiplier with High-Level Synthesis						low	This HLS implementation of a polynomial multiplier contributes a circuit design, not symbolic analysis of it.	-
t:designtechnologydevelopmenttowardsmissionleveldesign	excluded	E6-out-of-scope-artifact	2004	Design Technology Development towards Mission Level Design						low	Mission-level design technology is too far from an executable RTL/HDL artifact and supplies no symbolic verification mechanism.	-
t:designvalidationofrtlcircuitsusingbinaryparticleswarmoptimizationandsymbolicexecution	excluded	E3-symbolic-method-without-path-execution	2015	Design Validation of RTL Circuits using Binary Particle Swarm Optimization and Symbolic Execution						low	Final selective-lineage review excludes Design Validation of RTL Circuits using Binary Particle Swarm Optimization and Symbolic Execution: it is not one of the defining ancestors or direct comparators retained for the core map.	-
t:discoveringsymbolicpolicieswithdeepreinforcementlearning	excluded	E6-out-of-scope-artifact	2022	Discovering symbolic policies with deep reinforcement learning						low	“Symbolic” describes learned control policies, not symbolic hardware execution.	-
t:drifuzzharvestingbugsindevicedriversfromgoldenseeds	excluded	E1-software-or-firmware-only	2022	Drifuzz: Harvesting Bugs in Device Drivers from Golden Seeds						low	Drifuzz targets device-driver software; attached devices do not make the hardware design symbolic.	-
t:dynamicmemoryallocationtechniquesforhighlevelsynthesis	excluded	E2-formal-hardware-without-execution	2020	Dynamic Memory Allocation Techniques for High-level Synthesis						low	The work develops HLS allocation techniques without symbolically executing a hardware artifact.	-
t:effectivepresiliconverificationofprocessorcoresbybreakingtheboundsofsymbolicquickerrordetection	excluded	E8-duplicate-or-superseded	2021	Effective Pre-Silicon Verification of Processor Cores by Breaking the Bounds of Symbolic Quick Error Detection						low	This title-key record duplicates arXiv:2106.10392 for the same 2021 Symbolic QED processor-verification work.	-
t:embeddedtutorialformalequivalencecheckingbetweensystemlevelmodelsandrtl	excluded	E8-duplicate-or-superseded	2005	Embedded tutorial: Formal equivalence checking between system-level models and RTL						low	This title-key entry duplicates the formal-equivalence tutorial represented by DOI 10.1109/iccad.2005.1560201.	-
t:equivalencecheckingforhighlevelsynthesisflow	excluded	E2-formal-hardware-without-execution	2008	EQUIVALENCE CHECKING FOR HIGH-LEVEL SYNTHESIS FLOW						low	The title identifies HLS equivalence checking and provides no operational symbolic-execution mechanism.	-
t:evaluatingdigitallibrariesalongitudinalandmultifacetedview	excluded	E6-out-of-scope-artifact	2000	Evaluating Digital Libraries: A Longitudinal and Multifaceted View.						low	“Digital” here describes library collections and services, not electronic hardware; the longitudinal evaluation is outside the artifact boundary.	-
t:exeasystemforautomaticallygeneratinginputsofdeathusingsymbolicexecution	excluded	E1-software-or-firmware-only	2006	EXE: A system for automatically generating inputs of death using symbolic execution						low	EXE generates crashing inputs for software programs by symbolic execution and contains no hardware design participant.	-
t:extractinglogicalformulaethatcapturethefunctionalityofsystemcdesigns	excluded	E2-formal-hardware-without-execution	2011	Extracting Logical Formulae that Capture the Functionality of SystemC Designs						low	Extracting logical formulae from SystemC captures design functionality for formal reasoning, but does not operationally execute hardware paths over symbolic state.	-
t:fieldprogrammablelogicandapplications5thinternationalworkshopfpl95oxfordunitedkingdomaugust29september11995proceedings	excluded	E7-secondary-or-insubstantial	1995	Field-Programmable Logic and Applications: 5th International Workshop, FPL '95, Oxford, United Kingdom, August 29 - September 1, 1995. Proceedings						low	This is an aggregate FPL workshop proceedings record rather than an individual primary technical work.	-
t:forbenchsymbolicsimulationhelpsmakeyourtestbenchmoreformal	excluded	E8-duplicate-or-superseded	2026	Forbench: Symbolic Simulation Helps Make Your Testbench More Formal						low	Duplicate or superseded record for Forbench: Symbolic Simulation Helps Make Your Testbench More Formal; retained canonical record arxiv:2608.01045.	-
t:formalapproachesforautomaticdeobfuscationandreverseengineeringofprotectedcodes	excluded	E1-software-or-firmware-only	2017	Formal Approaches for Automatic Deobfuscation and Reverse-engineering of Protected Codes						low	The subject is deobfuscation and reverse engineering of protected software code, not hardware execution.	-
t:formalengineeringresearchusingmethodsabstractionsandtransformations	excluded	E7-secondary-or-insubstantial	2004	Formal Engineering Research using Methods, Abstractions and Transformations						low	This broad formal-engineering topic or collection is not an identifiable primary work on symbolic execution of digital designs.	-
t:formalhardwareverificationbysymbolictrajectoryevaluation	excluded	E3-symbolic-method-without-path-execution	1997	Formal hardware verification by symbolic trajectory evaluation						low	Final selective-lineage review excludes Formal hardware verification by symbolic trajectory evaluation: it is not one of the defining ancestors or direct comparators retained for the core map.	-
t:formalmethodsincomputeraideddesignsecondinternationalconferencefmcad98paloaltocausanovember461998proceedings	excluded	E7-secondary-or-insubstantial	1998	Formal methods in computer-aided design : second international conference, FMCAD '98, Palo Alto, CA, USA, November 4-6, 1998 : proceedings						low	This is a proceedings-volume record, not an individual primary work.	-
t:formalmethodsincomputeraideddesignthirdinternationalconferencefmcad2000austintxusanovember132000proceedings	excluded	E7-secondary-or-insubstantial	2000	Formal methods in computer-aided design : third international conference, FMCAD 2000, Austin, TX, USA, November 1-3, 2000 : proceedings						low	The FMCAD proceedings volume aggregates many contributions and is not itself a primary technical work for the denominator.	-
t:formalvericationoftheislandtunnelcontrollerusingmultiwaydecision	excluded	E6-out-of-scope-artifact	2007	Formal Veri cation of the Island TunnelController using Multiway Decision						low	The island-tunnel controller is a control-system specification, and the record identifies neither a digital implementation nor symbolic execution of one.	-
t:functionaldesignerrordiagnosiscorrectionandlayoutrepairofdigitalcircuits	excluded	E2-formal-hardware-without-execution	2007	Functional Design Error Diagnosis, Correction and Layout Repair of Digital Circuits						low	The dissertation repairs RTL, gates, and layouts from simulation traces and formal refinements without symbolic path execution.	-
t:functionaltestgenerationofdigitallsivlsisystemsusingmachinesymbolicexecutiontechnique	parked		1984	Functional test generation of digital LSI/VLSI systems using machine symbolic execution technique						medium	The 1984 title claims machine symbolic execution for circuit test generation, but unavailable primary full text prevents applying the five-part operational test.	-
t:hemlockheterogeneousmodelofcomputationkernelforsystemc	excluded	E2-formal-hardware-without-execution	2003	HEMLOCK: HEterogeneous ModeL Of Computation Kernel for SystemC						low	HEMLOCK contributes a heterogeneous SystemC simulation kernel, with no symbolic execution stated.	-
t:highlevelstaticanalysisofsystemdescriptionsfortamingverificationcomplexity	excluded	E2-formal-hardware-without-execution	2007	High level static analysis of system descriptions for taming verification complexity						low	The technique is explicitly static analysis of system descriptions; it does not operationally execute a digital design over symbolic behaviors.	-
t:implementationofsymbolicmodelcheckingforprobabilisticsystems	excluded	E2-formal-hardware-without-execution	2003	Implementation of symbolic model checking for probabilistic systems						low	This dissertation implements symbolic model checking for probabilistic systems, an explicitly excluded state-space formalism with no hardware executor.	-
t:improvingbranchcoverageinrtlcircuitswithsignaldomainanalysisandrestrictivesymbolicexecution	included		2015	Improving Branch Coverage in RTL Circuits with Signal Domain Analysis and Restrictive Symbolic Execution	core	rtl	concolic	test-coverage	case-study	high	The thesis restricts symbolic evaluation to a selected cycle and trace slice, solves the target guard for RTL inputs, then re-simulates the constructed vector; static signal-domain analysis alone is not the qualifying mechanism.	-
t:inceptionsystemwidesecuritytestingofrealworldembeddedsystemssoftware	excluded	E1-software-or-firmware-only	2018	Inception: system-wide security testing of real-world embedded systems software						low	Inception tests embedded-system software; the title gives no symbolic hardware-model participation.	-
t:increasingbranchcoveragewithdualmetricrtltestgeneration	parked		2018	Increasing Branch Coverage with Dual Metric RTL Test Generation						medium	Strict re-review remains unresolved: A branch-coverage-directed RTL test generator could use path constraints over the design, but the title-only thesis record cannot establish whether its dual metrics guide symbolic, formal, or concrete generation.	-
t:informationflowpathsfromrtltraces	excluded	E2-formal-hardware-without-execution	2026	Information Flow Paths from RTL Traces						low	The work derives information-flow paths from already produced RTL traces, which is trace analysis rather than symbolic exploration of alternative executions.	-
t:integratingmdgvariableorderinginavhdlmdgdesignverificationsystem	excluded	E2-formal-hardware-without-execution	2002	Integrating mdg variable ordering in a vhdl-mdg design verification system						low	MDG variable ordering supports a VHDL formal-verification system, likely symbolic state/model checking rather than path-conditioned execution.	-
t:integratingsymbolicexecutiondebuggingandverification	excluded	E1-software-or-firmware-only	2016	Integrating Symbolic Execution, Debugging and Verification						low	The generic integration of symbolic execution with debugging and verification identifies no hardware design and is most plausibly program analysis.	-
t:integratingsymbolicexecutionwithllmsforautomatedgenerationofprogramspecifications	excluded	E1-software-or-firmware-only	2025	Integrating Symbolic Execution with LLMs for Automated Generation of Program Specifications						low	SESpec symbolically executes legacy-code fragments to help LLMs infer program specifications, not hardware designs.	-
